t,x,y,z,xdot,ydot,zdot,des_x,des_y,des_z,des_xdot,des_ydot,des_zdot
13.85,3.7672,-0.22707,0.23272,0.28868,0.28141,-0.28858,3.9982,-0.0018494,0.0018494,0,0,0
13.9,3.7815,-0.21315,0.21848,0.2778,0.27099,-0.27752,4,-2.2204e-16,2.2204e-16,0,0,0
13.95,3.7949,-0.20004,0.20503,0.26028,0.25389,-0.26056,4,-2.2204e-16,2.2204e-16,0,0,0
14,3.8075,-0.18774,0.19241,0.24429,0.23829,-0.24452,4,-2.2204e-16,2.2204e-16,0,0,0
14.05,3.8194,-0.1762,0.18057,0.22928,0.22365,-0.22946,4,-2.2204e-16,2.2204e-16,0,0,0
14.1,3.8305,-0.16536,0.16945,0.21519,0.2099,-0.21532,4,-2.2204e-16,2.2204e-16,0,0,0
14.15,3.8409,-0.15519,0.15902,0.20196,0.197,-0.20206,4,-2.2204e-16,2.2204e-16,0,0,0
14.2,3.8507,-0.14565,0.14923,0.18954,0.18489,-0.18962,4,-2.2204e-16,2.2204e-16,0,0,0
14.25,3.8599,-0.13669,0.14004,0.17789,0.17352,-0.17794,4,-2.2204e-16,2.2204e-16,0,0,0
14.3,3.8685,-0.12828,0.13142,0.16695,0.16285,-0.16699,4,-2.2204e-16,2.2204e-16,0,0,0
14.35,3.8766,-0.12039,0.12333,0.15669,0.15284,-0.15671,4,-2.2204e-16,2.2204e-16,0,0,0
14.4,3.8842,-0.11299,0.11574,0.14706,0.14344,-0.14706,4,-2.2204e-16,2.2204e-16,0,0,0
14.45,3.8913,-0.10604,0.10862,0.13801,0.13462,-0.138,4,-2.2204e-16,2.2204e-16,0,0,0
14.5,3.898,-0.099519,0.10193,0.12953,0.12635,-0.12951,4,-2.2204e-16,2.2204e-16,0,0,0
14.55,3.9042,-0.093398,0.095659,0.12156,0.11858,-0.12153,4,-2.2204e-16,2.2204e-16,0,0,0
14.6,3.9101,-0.087653,0.089771,0.11409,0.11128,-0.11405,4,-2.2204e-16,2.2204e-16,0,0,0
14.65,3.9157,-0.082262,0.084246,0.10707,0.10444,-0.10703,4,-2.2204e-16,2.2204e-16,0,0,0
14.7,3.9209,-0.077202,0.079061,0.10049,0.098019,-0.10044,4,-2.2204e-16,2.2204e-16,0,0,0
14.75,3.9257,-0.072453,0.074195,0.094308,0.091991,-0.094259,4,-2.2204e-16,2.2204e-16,0,0,0
14.8,3.9303,-0.067997,0.069629,0.088509,0.086333,-0.088457,4,-2.2204e-16,2.2204e-16,0,0,0
14.85,3.9346,-0.063814,0.065344,0.083065,0.081024,-0.083012,4,-2.2204e-16,2.2204e-16,0,0,0
14.9,3.9386,-0.059889,0.061322,0.077957,0.076041,-0.077902,4,-2.2204e-16,2.2204e-16,0,0,0
14.95,3.9424,-0.056205,0.057548,0.073162,0.071364,-0.073107,4,-2.2204e-16,2.2204e-16,0,0,0
15,3.9459,-0.052748,0.054007,0.068662,0.066975,-0.068607,4,-2.2204e-16,2.2204e-16,0,0,0
15.05,3.9492,-0.049503,0.050683,0.064439,0.062856,-0.064384,4,-2.2204e-16,2.2204e-16,0,0,0
15.1,3.9524,-0.046458,0.047564,0.060476,0.05899,-0.060422,4,-2.2204e-16,2.2204e-16,0,0,0
15.15,3.9553,-0.0436,0.044637,0.056756,0.055361,-0.056703,4,-2.2204e-16,2.2204e-16,0,0,0
15.2,3.9581,-0.040918,0.04189,0.053265,0.051956,-0.053213,4,-2.2204e-16,2.2204e-16,0,0,0
15.25,3.9606,-0.038401,0.039312,0.049989,0.04876,-0.049938,4,-2.2204e-16,2.2204e-16,0,0,0
15.3,3.9631,-0.036039,0.036893,0.046914,0.045761,-0.046864,4,-2.2204e-16,2.2204e-16,0,0,0
15.35,3.9653,-0.033822,0.034622,0.044029,0.042946,-0.04398,4,-2.2204e-16,2.2204e-16,0,0,0
15.4,3.9675,-0.031741,0.032492,0.04132,0.040305,-0.041273,4,-2.2204e-16,2.2204e-16,0,0,0
15.45,3.9695,-0.029789,0.030492,0.038779,0.037826,-0.038733,4,-2.2204e-16,2.2204e-16,0,0,0
15.5,3.9713,-0.027956,0.028616,0.036393,0.035499,-0.036349,4,-2.2204e-16,2.2204e-16,0,0,0
15.55,3.9731,-0.026236,0.026855,0.034155,0.033315,-0.034112,4,-2.2204e-16,2.2204e-16,0,0,0
15.6,3.9748,-0.024622,0.025202,0.032054,0.031266,-0.032013,4,-2.2204e-16,2.2204e-16,0,0,0
15.65,3.9763,-0.023108,0.023651,0.030082,0.029343,-0.030043,4,-2.2204e-16,2.2204e-16,0,0,0
15.7,3.9778,-0.021686,0.022196,0.028232,0.027538,-0.028194,4,-2.2204e-16,2.2204e-16,0,0,0
15.75,3.9791,-0.020352,0.02083,0.026495,0.025844,-0.026459,4,-2.2204e-16,2.2204e-16,0,0,0
15.8,3.9804,-0.0191,0.019548,0.024865,0.024254,-0.024831,4,-2.2204e-16,2.2204e-16,0,0,0
15.85,3.9816,-0.017925,0.018345,0.023335,0.022762,-0.023303,4,-2.2204e-16,2.2204e-16,0,0,0
15.9,3.9828,-0.016822,0.017216,0.0219,0.021362,-0.021869,4,-2.2204e-16,2.2204e-16,0,0,0
15.95,3.9838,-0.015787,0.016157,0.020553,0.020048,-0.020523,4,-2.2204e-16,2.2204e-16,0,0,0
16,3.9848,-0.014816,0.015163,0.019288,0.018814,-0.01926,4,-2.2204e-16,2.2204e-16,0,0,0
16.05,3.9857,-0.013905,0.01423,0.018102,0.017657,-0.018075,4,-2.2204e-16,2.2204e-16,0,0,0
16.1,3.9866,-0.013049,0.013354,0.016988,0.016571,-0.016962,4,-2.2204e-16,2.2204e-16,0,0,0
16.15,3.9874,-0.012247,0.012532,0.015943,0.015551,-0.015919,4,-2.2204e-16,2.2204e-16,0,0,0
16.2,3.9882,-0.011493,0.011761,0.014962,0.014595,-0.014939,4,-2.2204e-16,2.2204e-16,0,0,0
16.25,3.9889,-0.010786,0.011037,0.014042,0.013697,-0.01402,4,-2.2204e-16,2.2204e-16,0,0,0
16.3,3.9896,-0.010123,0.010358,0.013178,0.012854,-0.013157,4,-2.2204e-16,2.2204e-16,0,0,0
16.35,3.9903,-0.0094998,0.0097208,0.012367,0.012064,-0.012347,4,-2.2204e-16,2.2204e-16,0,0,0
16.4,3.9909,-0.0089154,0.0091226,0.011607,0.011321,-0.011587,4,-2.2204e-16,2.2204e-16,0,0,0
16.45,3.9914,-0.0083669,0.0085612,0.010893,0.010625,-0.010874,4,-2.2204e-16,2.2204e-16,0,0,0
16.5,3.9919,-0.0078522,0.0080344,0.010223,0.0099713,-0.010205,4,-2.2204e-16,2.2204e-16,0,0,0
16.55,3.9924,-0.0073691,0.00754,0.0095937,0.0093579,-0.0095773,4,-2.2204e-16,2.2204e-16,0,0,0
16.6,3.9929,-0.0069158,0.007076,0.0090035,0.0087822,-0.0089879,4,-2.2204e-16,2.2204e-16,0,0,0
16.65,3.9933,-0.0064903,0.0066406,0.0084496,0.0082419,-0.0084348,4,-2.2204e-16,2.2204e-16,0,0,0
16.7,3.9938,-0.006091,0.006232,0.0079298,0.0077349,-0.0079158,4,-2.2204e-16,2.2204e-16,0,0,0
16.75,3.9941,-0.0057163,0.0058485,0.0074419,0.007259,-0.0074287,4,-2.2204e-16,2.2204e-16,0,0,0
16.8,3.9945,-0.0053646,0.0054886,0.0069841,0.0068124,-0.0069716,4,-2.2204e-16,2.2204e-16,0,0,0
16.85,3.9948,-0.0050346,0.0051509,0.0065544,0.0063933,-0.0065426,4,-2.2204e-16,2.2204e-16,0,0,0
16.9,3.9952,-0.0047249,0.0048339,0.0061512,0.006,-0.00614,4,-2.2204e-16,2.2204e-16,0,0,0
16.95,3.9955,-0.0044342,0.0045365,0.0057728,0.0056309,-0.0057621,4,-2.2204e-16,2.2204e-16,0,0,0
