t,x,y,z,xdot,ydot,zdot,qw,qx,qy,qz,p,q,r
2.63,4.4771,2.2292,0.18299,-1.0229,2.0593,0.1823,0.99662,0.033098,0.075161,-0.0024968,0.12237,-0.13193,-0.018558
2.64,4.4668,2.2498,0.18482,-1.038,2.0659,0.18329,0.99659,0.032474,0.075819,-0.0024714,0.12437,-0.13172,-0.019026
2.65,4.4564,2.2705,0.18666,-1.0533,2.0723,0.18429,0.99656,0.031841,0.076476,-0.0024443,0.12636,-0.13139,-0.019502
2.66,4.4458,2.2913,0.18851,-1.0687,2.0785,0.18528,0.99653,0.031197,0.077132,-0.0024155,0.12837,-0.13105,-0.019984
2.67,4.435,2.3121,0.19036,-1.0842,2.0847,0.18628,0.9965,0.030543,0.077785,-0.002385,0.13038,-0.13067,-0.020472
2.68,4.4241,2.333,0.19223,-1.0999,2.0907,0.18727,0.99647,0.029879,0.078437,-0.0023528,0.1324,-0.1303,-0.020966
2.69,4.413,2.3539,0.19411,-1.1157,2.0966,0.18827,0.99644,0.029204,0.079087,-0.0023189,0.13442,-0.12986,-0.021467
2.7,4.4018,2.3749,0.196,-1.1316,2.1023,0.18926,0.99641,0.028519,0.079734,-0.0022831,0.13646,-0.12944,-0.021972
2.71,4.3904,2.3959,0.1979,-1.1477,2.1079,0.19025,0.99637,0.027824,0.080379,-0.0022456,0.1385,-0.12897,-0.022484
2.72,4.3788,2.4171,0.1998,-1.1638,2.1134,0.19124,0.99634,0.027118,0.081022,-0.0022063,0.14054,-0.12841,-0.023003
2.73,4.3671,2.4382,0.20172,-1.1801,2.1187,0.19224,0.99631,0.026402,0.081662,-0.0021651,0.1426,-0.12795,-0.023523
2.74,4.3552,2.4594,0.20365,-1.1966,2.1239,0.19323,0.99627,0.025676,0.0823,-0.0021221,0.14464,-0.12731,-0.024055
2.75,4.3432,2.4807,0.20558,-1.2132,2.129,0.19422,0.99624,0.024938,0.082934,-0.0020772,0.14671,-0.12676,-0.024587
2.76,4.3309,2.502,0.20753,-1.2299,2.1338,0.19521,0.99621,0.024191,0.083565,-0.0020304,0.14878,-0.12615,-0.025126
2.77,4.3186,2.5234,0.20949,-1.2467,2.1386,0.1962,0.99617,0.023433,0.084193,-0.0019817,0.15084,-0.12542,-0.025674
2.78,4.306,2.5448,0.21146,-1.2636,2.1432,0.19718,0.99614,0.022664,0.084818,-0.0019311,0.15292,-0.12475,-0.026222
2.79,4.2933,2.5662,0.21343,-1.2807,2.1476,0.19817,0.9961,0.021885,0.085439,-0.0018785,0.155,-0.12407,-0.026774
2.8,4.2804,2.5877,0.21542,-1.2979,2.1519,0.19916,0.99607,0.021095,0.086056,-0.0018239,0.15708,-0.12329,-0.027335
2.81,4.2673,2.6093,0.21742,-1.3152,2.156,0.20014,0.99603,0.020295,0.08667,-0.0017674,0.15917,-0.12253,-0.027897
2.82,4.2541,2.6309,0.21942,-1.3327,2.16,0.20113,0.99599,0.019483,0.087279,-0.0017089,0.16124,-0.12167,-0.028468
2.83,4.2407,2.6525,0.22144,-1.3503,2.1638,0.20211,0.99595,0.018662,0.087884,-0.0016483,0.16332,-0.12078,-0.029042
2.84,4.2271,2.6741,0.22346,-1.368,2.1674,0.2031,0.99592,0.017829,0.088485,-0.0015857,0.16541,-0.1199,-0.029618
2.85,4.2133,2.6958,0.2255,-1.3858,2.1709,0.20408,0.99588,0.016986,0.089081,-0.0015211,0.16751,-0.11903,-0.030196
2.86,4.1994,2.7175,0.22755,-1.4037,2.1742,0.20506,0.99584,0.016132,0.089673,-0.0014544,0.1696,-0.11808,-0.03078
2.87,4.1852,2.7393,0.2296,-1.4218,2.1773,0.20604,0.9958,0.015268,0.090259,-0.0013857,0.17169,-0.11709,-0.031367
2.88,4.1709,2.7611,0.23167,-1.44,2.1802,0.20702,0.99576,0.014393,0.090841,-0.0013148,0.17378,-0.11605,-0.031959
2.89,4.1564,2.7829,0.23374,-1.4583,2.183,0.208,0.99572,0.013507,0.091417,-0.001242,0.17586,-0.11498,-0.032555
2.9,4.1418,2.8047,0.23583,-1.4767,2.1856,0.20898,0.99568,0.012611,0.091988,-0.001167,0.17795,-0.11389,-0.033151
2.91,4.1269,2.8266,0.23792,-1.4952,2.188,0.20996,0.99564,0.011703,0.092553,-0.0010899,0.18004,-0.11276,-0.033751
2.92,4.1119,2.8485,0.24003,-1.5138,2.1903,0.21093,0.9956,0.010786,0.093112,-0.0010108,0.18212,-0.1116,-0.034353
2.93,4.0966,2.8704,0.24214,-1.5326,2.1923,0.21191,0.99555,0.0098571,0.093666,-0.00092951,0.1842,-0.1104,-0.034958
2.94,4.0812,2.8924,0.24426,-1.5515,2.1942,0.21288,0.99551,0.008918,0.094213,-0.00084615,0.18628,-0.10915,-0.035565
2.95,4.0656,2.9143,0.2464,-1.5704,2.1959,0.21386,0.99547,0.0079682,0.094754,-0.00076069,0.18836,-0.1079,-0.036171
2.96,4.0498,2.9363,0.24854,-1.5895,2.1974,0.21483,0.99542,0.0070079,0.095288,-0.00067313,0.19042,-0.10657,-0.036784
2.97,4.0338,2.9582,0.25069,-1.6087,2.1987,0.2158,0.99538,0.0060369,0.095816,-0.00058348,0.19248,-0.10521,-0.037396
2.98,4.0176,2.9802,0.25286,-1.628,2.1998,0.21677,0.99534,0.0050554,0.096337,-0.00049173,0.19454,-0.10384,-0.038007
2.99,4.0012,3.0022,0.25503,-1.6475,2.2007,0.21774,0.99529,0.0040633,0.096851,-0.00039788,0.19661,-0.10245,-0.038616
3,3.9847,3.0243,0.25721,-1.667,2.2014,0.2187,0.99524,0.0030608,0.097357,-0.00030196,0.19867,-0.10102,-0.039226
3.01,3.9679,3.0463,0.2594,-1.6866,2.2019,0.21967,0.9952,0.0020477,0.097856,-0.00020396,0.20069,-0.099475,-0.039845
3.02,3.9509,3.0683,0.26161,-1.7063,2.2022,0.22064,0.99515,0.0010242,0.098348,-0.0001039,0.20274,-0.097976,-0.040454
3.03,3.9338,3.0903,0.26382,-1.7261,2.2023,0.2216,0.9951,-9.7165e-06,0.098831,-1.7815e-06,0.20478,-0.096439,-0.041062
3.04,3.9164,3.1123,0.26604,-1.7461,2.2022,0.22256,0.99506,-0.001054,0.099307,0.00010238,0.20677,-0.094788,-0.041679
3.05,3.8989,3.1344,0.26827,-1.7661,2.2019,0.22352,0.99501,-0.0021086,0.099775,0.00020856,0.2088,-0.093187,-0.042284
3.06,3.8811,3.1564,0.27051,-1.7862,2.2013,0.22448,0.99496,-0.0031735,0.10023,0.00031676,0.21081,-0.09153,-0.04289
3.07,3.8631,3.1784,0.27276,-1.8064,2.2006,0.22544,0.99491,-0.0042486,0.10068,0.00042694,0.21277,-0.089764,-0.043503
3.08,3.845,3.2004,0.27502,-1.8267,2.1997,0.2264,0.99486,-0.0053339,0.10113,0.00053911,0.21478,-0.088067,-0.0441
3.09,3.8266,3.2224,0.27729,-1.8471,2.1985,0.22735,0.99481,-0.0064294,0.10156,0.00065322,0.21673,-0.08623,-0.044708
3.1,3.808,3.2444,0.27956,-1.8676,2.1971,0.22831,0.99476,-0.0075349,0.10198,0.00076926,0.2187,-0.084443,-0.045301
3.11,3.7893,3.2663,0.28185,-1.8882,2.1955,0.22926,0.99471,-0.0086504,0.1024,0.0008872,0.22064,-0.082573,-0.045897
3.12,3.7703,3.2883,0.28415,-1.9088,2.1936,0.23021,0.99465,-0.0097758,0.1028,0.001007,0.22256,-0.08064,-0.046493
3.13,3.7511,3.3102,0.28646,-1.9296,2.1916,0.23116,0.9946,-0.010911,0.1032,0.0011287,0.22448,-0.07871,-0.04708
3.14,3.7317,3.3321,0.28877,-1.9504,2.1893,0.23211,0.99455,-0.012056,0.10358,0.0012522,0.2264,-0.076755,-0.047659
3.15,3.7121,3.354,0.2911,-1.9713,2.1868,0.23305,0.99449,-0.013211,0.10396,0.0013774,0.2283,-0.074755,-0.048235
3.16,3.6922,3.3758,0.29343,-1.9923,2.184,0.234,0.99444,-0.014376,0.10432,0.0015045,0.23017,-0.072695,-0.048809
3.17,3.6722,3.3977,0.29578,-2.0133,2.1811,0.23494,0.99438,-0.01555,0.10468,0.0016332,0.23202,-0.070602,-0.049378
3.18,3.652,3.4194,0.29813,-2.0345,2.1778,0.23589,0.99433,-0.016733,0.10502,0.0017636,0.23385,-0.068463,-0.049941
3.19,3.6315,3.4412,0.3005,-2.0557,2.1744,0.23683,0.99427,-0.017926,0.10535,0.0018956,0.23567,-0.066279,-0.0505
3.2,3.6109,3.4629,0.30287,-2.0769,2.1707,0.23776,0.99421,-0.019128,0.10567,0.0020293,0.23748,-0.064093,-0.051046
3.21,3.59,3.4846,0.30525,-2.0983,2.1668,0.2387,0.99416,-0.02034,0.10598,0.0021644,0.23925,-0.06183,-0.051592
3.22,3.5689,3.5063,0.30764,-2.1197,2.1626,0.23964,0.9941,-0.02156,0.10628,0.0023011,0.24104,-0.059573,-0.052121
3.23,3.5476,3.5279,0.31004,-2.1412,2.1582,0.24057,0.99404,-0.02279,0.10657,0.0024392,0.24277,-0.05724,-0.052651
3.24,3.5261,3.5494,0.31245,-2.1627,2.1535,0.2415,0.99398,-0.024028,0.10685,0.0025788,0.24451,-0.054908,-0.053164
3.25,3.5043,3.5709,0.31487,-2.1843,2.1486,0.24243,0.99392,-0.025276,0.10711,0.0027196,0.24621,-0.052506,-0.053676
3.26,3.4824,3.5924,0.3173,-2.2059,2.1434,0.24336,0.99386,-0.026531,0.10736,0.0028618,0.2479,-0.050082,-0.054175
3.27,3.4602,3.6138,0.31974,-2.2277,2.138,0.24429,0.9938,-0.027796,0.1076,0.0030052,0.24955,-0.047611,-0.054667
3.28,3.4378,3.6352,0.32219,-2.2494,2.1323,0.24522,0.99374,-0.029069,0.10783,0.0031498,0.2512,-0.045113,-0.055146
3.29,3.4152,3.6565,0.32465,-2.2712,2.1264,0.24614,0.99368,-0.03035,0.10804,0.0032955,0.25281,-0.04257,-0.055618
3.3,3.3924,3.6777,0.32711,-2.2931,2.1202,0.24706,0.99362,-0.031639,0.10824,0.0034422,0.25439,-0.03999,-0.056078
3.31,3.3694,3.6989,0.32959,-2.315,2.1138,0.24798,0.99355,-0.032937,0.10843,0.00359,0.25594,-0.037364,-0.05653
3.32,3.3461,3.72,0.33207,-2.3369,2.1071,0.2489,0.99349,-0.034242,0.1086,0.0037386,0.25748,-0.034719,-0.056966
3.33,3.3226,3.741,0.33456,-2.3589,2.1001,0.24981,0.99342,-0.035556,0.10876,0.0038881,0.25899,-0.032035,-0.057391
3.34,3.2989,3.762,0.33707,-2.3809,2.0929,0.25073,0.99336,-0.036876,0.10891,0.0040384,0.26047,-0.02931,-0.057805
3.35,3.275,3.7829,0.33958,-2.403,2.0854,0.25164,0.99329,-0.038205,0.10904,0.0041894,0.26194,-0.026569,-0.0582
3.36,3.2509,3.8037,0.3421,-2.4251,2.0776,0.25255,0.99323,-0.03954,0.10916,0.0043411,0.26335,-0.023768,-0.05859
3.37,3.2265,3.8244,0.34463,-2.4472,2.0696,0.25346,0.99316,-0.040883,0.10927,0.0044932,0.26476,-0.020948,-0.058961
3.38,3.2019,3.8451,0.34717,-2.4693,2.0613,0.25437,0.99309,-0.042233,0.10936,0.0046459,0.26611,-0.018078,-0.059322
3.39,3.1771,3.8656,0.34972,-2.4915,2.0527,0.25527,0.99303,-0.04359,0.10944,0.0047989,0.26745,-0.015187,-0.059666
3.4,3.1521,3.8861,0.35227,-2.5137,2.0439,0.25617,0.99296,-0.044954,0.1095,0.0049523,0.26875,-0.012258,-0.059996
3.41,3.1269,3.9065,0.35484,-2.5359,2.0347,0.25708,0.99289,-0.046324,0.10954,0.0051059,0.27002,-0.009292,-0.060311
3.42,3.1014,3.9268,0.35742,-2.5581,2.0254,0.25797,0.99282,-0.0477,0.10957,0.0052596,0.27126,-0.0062972,-0.06061
3.43,3.0757,3.947,0.36,-2.5803,2.0157,0.25887,0.99275,-0.049083,0.10959,0.0054134,0.27247,-0.0032687,-0.060893
3.44,3.0498,3.9671,0.36259,-2.6025,2.0057,0.25977,0.99268,-0.050472,0.10959,0.0055671,0.27364,-0.00020623,-0.061161
3.45,3.0236,3.9871,0.3652,-2.6248,1.9955,0.26066,0.99261,-0.051866,0.10958,0.0057207,0.27477,0.0028877,-0.061411
3.46,2.9973,4.007,0.36781,-2.647,1.985,0.26155,0.99254,-0.053266,0.10955,0.0058741,0.27588,0.0060132,-0.061645
3.47,2.9707,4.0268,0.37043,-2.6693,1.9742,0.26244,0.99246,-0.054672,0.1095,0.0060271,0.27694,0.0091716,-0.061862
3.48,2.9439,4.0465,0.37306,-2.6915,1.9631,0.26332,0.99239,-0.056083,0.10944,0.0061797,0.27797,0.012358,-0.06206
3.49,2.9169,4.0661,0.37569,-2.7138,1.9517,0.26421,0.99232,-0.057499,0.10936,0.0063318,0.27896,0.015579,-0.062242
3.5,2.8896,4.0855,0.37834,-2.736,1.9401,0.26509,0.99224,-0.05892,0.10927,0.0064833,0.27991,0.018824,-0.062403
3.51,2.8622,4.1049,0.38099,-2.7582,1.9281,0.26597,0.99217,-0.060346,0.10916,0.006634,0.28082,0.022105,-0.062548
3.52,2.8345,4.1241,0.38366,-2.7804,1.9159,0.26685,0.99209,-0.061776,0.10903,0.006784,0.28171,0.025405,-0.062671
3.53,2.8065,4.1432,0.38633,-2.8026,1.9034,0.26772,0.99202,-0.063211,0.10888,0.0069329,0.28255,0.02874,-0.062776
3.54,2.7784,4.1622,0.38901,-2.8248,1.8906,0.26859,0.99194,-0.064649,0.10872,0.0070809,0.28332,0.032113,-0.062868
3.55,2.7501,4.181,0.3917,-2.8469,1.8775,0.26947,0.99187,-0.066092,0.10854,0.0072277,0.28409,0.035495,-0.062931
3.56,2.7215,4.1997,0.3944,-2.869,1.8641,0.27033,0.99179,-0.067538,0.10835,0.0073733,0.28479,0.038923,-0.062983
3.57,2.6927,4.2183,0.39711,-2.8911,1.8504,0.2712,0.99171,-0.068987,0.10814,0.0075174,0.28549,0.04235,-0.063001
3.58,2.6636,4.2367,0.39983,-2.9131,1.8364,0.27206,0.99163,-0.07044,0.10791,0.0076602,0.28612,0.045819,-0.063007
3.59,2.6344,4.255,0.40255,-2.9351,1.8221,0.27293,0.99155,-0.071896,0.10766,0.0078013,0.28666,0.049334,-0.063004
3.6,2.6049,4.2732,0.40529,-2.957,1.8076,0.27379,0.99147,-0.073354,0.1074,0.0079407,0.28726,0.052825,-0.062953
3.61,2.5753,4.2912,0.40803,-2.979,1.7927,0.27464,0.9914,-0.074815,0.10711,0.0080783,0.28769,0.0564,-0.062918
3.62,2.5454,4.309,0.41078,-3.0008,1.7775,0.2755,0.99131,-0.076278,0.10681,0.008214,0.28816,0.059957,-0.062835
3.63,2.5153,4.3267,0.41354,-3.0226,1.762,0.27635,0.99123,-0.077744,0.10649,0.0083476,0.2886,0.063533,-0.062727
3.64,2.4849,4.3443,0.41631,-3.0444,1.7463,0.2772,0.99115,-0.079211,0.10616,0.0084791,0.28892,0.067161,-0.062621
3.65,2.4544,4.3616,0.41908,-3.0661,1.7302,0.27805,0.99107,-0.08068,0.1058,0.0086083,0.28927,0.070781,-0.062471
3.66,2.4236,4.3789,0.42187,-3.0877,1.7138,0.27889,0.99099,-0.08215,0.10543,0.0087351,0.28952,0.074438,-0.062311
3.67,2.3926,4.3959,0.42466,-3.1092,1.6972,0.27974,0.99091,-0.083621,0.10504,0.0088594,0.2898,0.078096,-0.062111
3.68,2.3614,4.4128,0.42746,-3.1307,1.6802,0.28058,0.99082,-0.085093,0.10463,0.0089811,0.28989,0.08181,-0.061927
3.69,2.33,4.4295,0.43027,-3.1521,1.6629,0.28142,0.99074,-0.086565,0.1042,0.0091001,0.28996,0.085535,-0.061718
3.7,2.2984,4.4461,0.43309,-3.1734,1.6454,0.28225,0.99066,-0.088038,0.10376,0.0092161,0.29012,0.089239,-0.061443
3.71,2.2665,4.4624,0.43592,-3.1947,1.6275,0.28308,0.99057,-0.089511,0.10329,0.0093292,0.29017,0.092982,-0.061165
3.72,2.2345,4.4786,0.43875,-3.2158,1.6093,0.28392,0.99049,-0.090983,0.10281,0.0094392,0.29016,0.096743,-0.060869
3.73,2.2022,4.4946,0.44159,-3.2369,1.5908,0.28474,0.9904,-0.092456,0.1023,0.009546,0.29002,0.10053,-0.060572
3.74,2.1697,4.5104,0.44445,-3.2579,1.572,0.28557,0.99032,-0.093927,0.10178,0.0096495,0.28984,0.10433,-0.060251
3.75,2.1371,4.5261,0.44731,-3.2788,1.553,0.28639,0.99023,-0.095398,0.10124,0.0097495,0.28973,0.10813,-0.059876
3.76,2.1042,4.5415,0.45017,-3.2995,1.5336,0.28721,0.99014,-0.096867,0.10068,0.0098459,0.28952,0.11195,-0.059494
3.77,2.0711,4.5567,0.45305,-3.3202,1.5139,0.28803,0.99006,-0.098335,0.1001,0.0099387,0.28927,0.11578,-0.059084
3.78,2.0378,4.5718,0.45593,-3.3408,1.4939,0.28885,0.98997,-0.099801,0.099507,0.010028,0.28894,0.11962,-0.058662
3.79,2.0042,4.5866,0.45883,-3.3612,1.4736,0.28966,0.98988,-0.10127,0.098891,0.010113,0.28853,0.12348,-0.058226
3.8,1.9705,4.6012,0.46173,-3.3815,1.453,0.29047,0.98979,-0.10273,0.098255,0.010194,0.28807,0.12735,-0.05777
3.81,1.9366,4.6157,0.46464,-3.4017,1.4321,0.29128,0.9897,-0.10419,0.0976,0.010271,0.28757,0.13122,-0.057289
3.82,1.9025,4.6299,0.46755,-3.4218,1.4109,0.29208,0.98962,-0.10564,0.096926,0.010343,0.28705,0.1351,-0.056778
3.83,1.8682,4.6439,0.47048,-3.4418,1.3893,0.29289,0.98953,-0.1071,0.096233,0.010412,0.28647,0.13899,-0.056249
3.84,1.8337,4.6577,0.47341,-3.4616,1.3675,0.29368,0.98944,-0.10854,0.09552,0.010476,0.28583,0.14289,-0.055702
3.85,1.799,4.6712,0.47635,-3.4812,1.3454,0.29448,0.98935,-0.10999,0.094789,0.010535,0.28517,0.1468,-0.055123
3.86,1.764,4.6846,0.4793,-3.5008,1.323,0.29528,0.98926,-0.11143,0.094038,0.010589,0.28429,0.1507,-0.054572
3.87,1.7289,4.6977,0.48226,-3.5202,1.3003,0.29607,0.98917,-0.11287,0.093267,0.010639,0.28347,0.15461,-0.053969
3.88,1.6936,4.7106,0.48522,-3.5394,1.2773,0.29686,0.98907,-0.1143,0.092477,0.010684,0.2826,0.15853,-0.053348
3.89,1.6582,4.7232,0.48819,-3.5585,1.254,0.29764,0.98898,-0.11573,0.091668,0.010724,0.28167,0.16244,-0.052709
3.9,1.6225,4.7357,0.49117,-3.5774,1.2303,0.29843,0.98889,-0.11716,0.09084,0.010759,0.28077,0.16637,-0.05203
3.91,1.5866,4.7478,0.49416,-3.5962,1.2064,0.29921,0.9888,-0.11857,0.089992,0.010789,0.27967,0.17028,-0.051368
3.92,1.5505,4.7598,0.49716,-3.6148,1.1822,0.29999,0.98871,-0.11999,0.089126,0.010813,0.27857,0.1742,-0.050677
3.93,1.5143,4.7715,0.50016,-3.6332,1.1577,0.30076,0.98862,-0.12139,0.088239,0.010832,0.27743,0.17812,-0.049966
3.94,1.4779,4.7829,0.50317,-3.6514,1.1329,0.30153,0.98852,-0.12279,0.087334,0.010846,0.27625,0.18204,-0.049232
3.95,1.4413,4.7941,0.50619,-3.6695,1.1078,0.3023,0.98843,-0.12419,0.086409,0.010854,0.27506,0.18596,-0.048473
3.96,1.4045,4.8051,0.50922,-3.6874,1.0824,0.30307,0.98834,-0.12557,0.085466,0.010857,0.27368,0.18986,-0.047729
3.97,1.3675,4.8158,0.51225,-3.7051,1.0568,0.30384,0.98824,-0.12695,0.084503,0.010853,0.27231,0.19376,-0.046954
3.98,1.3304,4.8262,0.5153,-3.7226,1.0308,0.3046,0.98815,-0.12833,0.083521,0.010844,0.27094,0.19767,-0.046154
3.99,1.2931,4.8364,0.51835,-3.7399,1.0045,0.30536,0.98806,-0.12969,0.08252,0.010829,0.26953,0.20158,-0.045334
4,1.2556,4.8463,0.5214,-3.757,0.97797,0.30611,0.98796,-0.13105,0.081499,0.010808,0.26804,0.20548,-0.044507
4.01,1.2179,4.856,0.52447,-3.7739,0.95113,0.30686,0.98787,-0.1324,0.08046,0.010782,0.26631,0.20932,-0.04371
4.02,1.1801,4.8653,0.52754,-3.7906,0.92401,0.30761,0.98777,-0.13374,0.079402,0.010749,0.2647,0.2132,-0.042858
4.03,1.1421,4.8744,0.53062,-3.8071,0.8966,0.30836,0.98768,-0.13507,0.078325,0.01071,0.26309,0.21708,-0.041985
4.04,1.104,4.8833,0.53371,-3.8234,0.86891,0.30911,0.98758,-0.13639,0.07723,0.010664,0.26129,0.22092,-0.04113
4.05,1.0657,4.8918,0.5368,-3.8394,0.84093,0.30985,0.98749,-0.1377,0.076116,0.010613,0.25949,0.22476,-0.040251
4.06,1.0272,4.9001,0.5399,-3.8552,0.81268,0.31059,0.98739,-0.13901,0.074983,0.010555,0.25755,0.22856,-0.03938
4.07,0.98856,4.9081,0.54301,-3.8708,0.78415,0.31132,0.9873,-0.1403,0.073831,0.01049,0.25572,0.2324,-0.038466
4.08,0.94978,4.9158,0.54613,-3.8862,0.75534,0.31205,0.9872,-0.14158,0.072661,0.01042,0.25374,0.2362,-0.037563
4.09,0.91084,4.9232,0.54926,-3.9013,0.72626,0.31278,0.98711,-0.14286,0.071473,0.010343,0.25164,0.23995,-0.036666
4.1,0.87175,4.9303,0.55239,-3.9162,0.69691,0.31351,0.98701,-0.14412,0.070266,0.010259,0.24963,0.24375,-0.035731
4.11,0.83251,4.9371,0.55553,-3.9308,0.66729,0.31423,0.98691,-0.14537,0.069041,0.010169,0.24743,0.24747,-0.034817
4.12,0.79313,4.9436,0.55867,-3.9452,0.63739,0.31495,0.98682,-0.14661,0.067798,0.010072,0.24534,0.25124,-0.033866
4.13,0.75361,4.9499,0.56182,-3.9593,0.60724,0.31567,0.98672,-0.14784,0.066537,0.0099683,0.24299,0.25491,-0.032949
4.14,0.71395,4.9558,0.56499,-3.9732,0.57681,0.31639,0.98662,-0.14906,0.065258,0.0098582,0.24077,0.25864,-0.031994
4.15,0.67415,4.9614,0.56815,-3.9868,0.54613,0.3171,0.98653,-0.15026,0.063962,0.0097414,0.23842,0.26231,-0.031049
4.16,0.63421,4.9667,0.57133,-4.0002,0.51518,0.31781,0.98643,-0.15145,0.062647,0.0096179,0.23596,0.26595,-0.03011
4.17,0.59414,4.9717,0.57451,-4.0133,0.48398,0.31851,0.98633,-0.15263,0.061315,0.0094878,0.23354,0.26959,-0.029155
4.18,0.55395,4.9764,0.5777,-4.026,0.45253,0.31922,0.98624,-0.1538,0.059966,0.0093509,0.23098,0.27318,-0.02821
4.19,0.51362,4.9807,0.58089,-4.0386,0.42082,0.31991,0.98614,-0.15495,0.058599,0.0092072,0.22845,0.27678,-0.027254
4.2,0.47318,4.9848,0.5841,-4.0508,0.38886,0.32061,0.98604,-0.15609,0.057215,0.0090569,0.22584,0.28034,-0.026303
4.21,0.43261,4.9885,0.58731,-4.0628,0.35665,0.3213,0.98594,-0.15722,0.055814,0.0088998,0.22316,0.28388,-0.025354
4.22,0.39192,4.9919,0.59052,-4.0744,0.3242,0.32199,0.98585,-0.15833,0.054396,0.008736,0.22039,0.28736,-0.024414
4.23,0.35112,4.995,0.59375,-4.0858,0.29151,0.32268,0.98575,-0.15943,0.052962,0.0085655,0.2177,0.29089,-0.023456
4.24,0.31021,4.9978,0.59698,-4.0969,0.25858,0.32337,0.98565,-0.16052,0.051511,0.0083883,0.21478,0.2943,-0.022529
4.25,0.26919,5.0002,0.60021,-4.1076,0.22541,0.32405,0.98555,-0.16159,0.050043,0.0082045,0.21198,0.29776,-0.021583
4.26,0.22806,5.0023,0.60346,-4.1181,0.19201,0.32473,0.98546,-0.16264,0.048559,0.0080139,0.20906,0.30116,-0.020651
4.27,0.18683,5.004,0.60671,-4.1282,0.15837,0.3254,0.98536,-0.16368,0.047058,0.0078168,0.206,0.30448,-0.019737
4.28,0.14549,5.0054,0.60996,-4.1381,0.12452,0.32607,0.98526,-0.1647,0.045542,0.007613,0.203,0.30783,-0.018815
4.29,0.10406,5.0065,0.61323,-4.1476,0.090432,0.32674,0.98516,-0.16571,0.04401,0.0074027,0.19998,0.31117,-0.017898
4.3,0.062543,5.0072,0.6165,-4.1568,0.056128,0.32741,0.98507,-0.1667,0.042462,0.0071858,0.19682,0.31442,-0.017002
4.31,0.020931,5.0076,0.61978,-4.1656,0.021607,0.32807,0.98497,-0.16768,0.040899,0.0069625,0.19366,0.31767,-0.016109
4.32,-0.020769,5.0077,0.62306,-4.1742,-0.013129,0.32873,0.98487,-0.16864,0.03932,0.0067327,0.19038,0.32084,-0.015234
4.33,-0.062552,5.0074,0.62635,-4.1824,-0.048076,0.32938,0.98477,-0.16958,0.037726,0.0064965,0.18709,0.324,-0.014366
4.34,-0.10442,5.0067,0.62965,-4.1903,-0.083231,0.33004,0.98467,-0.17051,0.036117,0.0062541,0.18379,0.32715,-0.013506
4.35,-0.14636,5.0057,0.63295,-4.1978,-0.11859,0.33069,0.98458,-0.17142,0.034493,0.0060053,0.18052,0.33031,-0.012654
4.36,-0.18837,5.0043,0.63626,-4.205,-0.15415,0.33133,0.98448,-0.17231,0.032854,0.0057504,0.17706,0.33335,-0.011828
4.37,-0.23045,5.0026,0.63958,-4.2118,-0.1899,0.33197,0.98438,-0.17318,0.031201,0.0054893,0.17361,0.33638,-0.011012
4.38,-0.27261,5.0005,0.6429,-4.2183,-0.22585,0.33261,0.98428,-0.17404,0.029534,0.0052222,0.17007,0.33934,-0.010215
4.39,-0.31482,4.9981,0.64623,-4.2245,-0.26199,0.33325,0.98418,-0.17488,0.027852,0.0049491,0.16649,0.34227,-0.0094334
4.4,-0.35709,4.9953,0.64957,-4.2302,-0.29832,0.33388,0.98409,-0.1757,0.026157,0.0046701,0.16291,0.34519,-0.0086666
4.41,-0.39942,4.9921,0.65291,-4.2356,-0.33482,0.33451,0.98399,-0.1765,0.024448,0.0043853,0.15929,0.34807,-0.0079179
4.42,-0.44181,4.9886,0.65626,-4.2407,-0.37151,0.33514,0.98389,-0.17728,0.022725,0.0040949,0.15562,0.35091,-0.0071888
4.43,-0.48424,4.9847,0.65961,-4.2454,-0.40836,0.33576,0.98379,-0.17805,0.020989,0.0037987,0.15188,0.35369,-0.0064808
4.44,-0.52671,4.9804,0.66297,-4.2497,-0.44539,0.33639,0.98369,-0.17879,0.01924,0.0034971,0.14807,0.3564,-0.0057945
4.45,-0.56923,4.9758,0.66634,-4.2536,-0.48258,0.337,0.98359,-0.17952,0.017478,0.0031901,0.14426,0.3591,-0.005128
4.46,-0.61178,4.9708,0.66971,-4.2572,-0.51994,0.33762,0.9835,-0.18022,0.015704,0.0028778,0.14041,0.36177,-0.0044838
4.47,-0.65437,4.9654,0.67309,-4.2604,-0.55745,0.33823,0.9834,-0.18091,0.013917,0.0025602,0.13651,0.36437,-0.0038632
4.48,-0.69699,4.9596,0.67648,-4.2632,-0.59512,0.33883,0.9833,-0.18157,0.012117,0.0022376,0.13255,0.36693,-0.0032669
4.49,-0.73963,4.9535,0.67987,-4.2656,-0.63293,0.33944,0.9832,-0.18222,0.010306,0.0019101,0.12855,0.36942,-0.0026953
4.5,-0.7823,4.947,0.68327,-4.2676,-0.67089,0.34004,0.9831,-0.18284,0.0084826,0.0015777,0.12456,0.37192,-0.0021487
4.51,-0.82498,4.9401,0.68667,-4.2692,-0.70899,0.34063,0.98301,-0.18345,0.0066477,0.0012407,0.12045,0.37431,-0.001629
4.52,-0.86768,4.9328,0.69008,-4.2705,-0.74722,0.34123,0.98291,-0.18403,0.0048014,0.00089906,0.1164,0.37673,-0.0011362
