t,x,y,z,xdot,ydot,zdot,des_x,des_y,des_z,des_xdot,des_ydot,des_zdot
19.8,-0.027234,0.0080407,0.64881,0.014725,-0.0043234,-0.60958,-0.02729,0.0080908,0.6488,0.014901,-0.0044176,-0.60859
19.85,-0.026476,0.0078182,0.61853,0.015562,-0.0045739,-0.60148,-0.026525,0.0078638,0.61857,0.015718,-0.0046598,-0.6005
19.9,-0.025679,0.0075837,0.58867,0.016327,-0.0048033,-0.5929,-0.02572,0.0076252,0.58876,0.016465,-0.0048814,-0.59191
19.95,-0.024845,0.0073382,0.55925,0.017021,-0.0050114,-0.58381,-0.024879,0.007376,0.55939,0.017142,-0.0050822,-0.58283
20,-0.023978,0.0070829,0.5303,0.017645,-0.0051984,-0.57424,-0.024007,0.0071173,0.53049,0.01775,-0.0052624,-0.57325
20.05,-0.023081,0.0068187,0.50183,0.018198,-0.0053643,-0.56416,-0.023106,0.0068501,0.50207,0.018288,-0.0054218,-0.56318
20.1,-0.022159,0.0065468,0.47389,0.01868,-0.0055091,-0.5536,-0.022179,0.0065755,0.47418,0.018756,-0.0055606,-0.55261
20.15,-0.021215,0.0062682,0.44648,0.019091,-0.0056328,-0.54253,-0.021231,0.0062944,0.44682,0.019154,-0.0056787,-0.54155
20.2,-0.020251,0.0059839,0.41964,0.019432,-0.0057355,-0.53098,-0.020265,0.0060079,0.42003,0.019483,-0.0057761,-0.52999
20.25,-0.019273,0.005695,0.39339,0.019702,-0.0058171,-0.51892,-0.019284,0.0057171,0.39383,0.019742,-0.0058528,-0.51793
20.3,-0.018282,0.0054025,0.36776,0.019901,-0.0058777,-0.50637,-0.018292,0.005423,0.36825,0.01993,-0.0059088,-0.50538
20.35,-0.017284,0.0051076,0.34276,0.02003,-0.0059174,-0.49333,-0.017292,0.0051266,0.3433,0.02005,-0.0059441,-0.49234
20.4,-0.01628,0.0048111,0.31843,0.020089,-0.0059361,-0.47979,-0.016288,0.0048289,0.31902,0.020099,-0.0059587,-0.4788
20.45,-0.015276,0.0045143,0.29479,0.020077,-0.0059338,-0.46576,-0.015283,0.0045311,0.29543,0.020078,-0.0059527,-0.46477
20.5,-0.014274,0.0042181,0.27187,0.019995,-0.0059106,-0.45123,-0.014281,0.004234,0.27255,0.019988,-0.0059259,-0.45024
20.55,-0.013278,0.0039236,0.24968,0.019843,-0.0058665,-0.4362,-0.013286,0.0039388,0.25041,0.019828,-0.0058784,-0.43521
20.6,-0.012291,0.0036318,0.22825,0.01962,-0.0058014,-0.42068,-0.0123,0.0036465,0.22904,0.019598,-0.0058103,-0.41969
20.65,-0.011317,0.0033438,0.20762,0.019327,-0.0057155,-0.40467,-0.011327,0.0033581,0.20845,0.019299,-0.0057215,-0.40368
20.7,-0.010359,0.0030606,0.1878,0.018964,-0.0056087,-0.38816,-0.010371,0.0030747,0.18868,0.018929,-0.0056119,-0.38717
20.75,-0.0094217,0.0027833,0.16881,0.01853,-0.005481,-0.37115,-0.0094353,0.0027973,0.16974,0.01849,-0.0054817,-0.37016
20.8,-0.0085075,0.0025129,0.15069,0.018027,-0.0053325,-0.35365,-0.0085232,0.0025269,0.15167,0.017981,-0.0053308,-0.35266
20.85,-0.0076202,0.0022504,0.13345,0.017453,-0.0051631,-0.33566,-0.0076384,0.0022645,0.13449,0.017402,-0.0051592,-0.33467
20.9,-0.0067634,0.0019969,0.11713,0.016809,-0.0049729,-0.31717,-0.0067842,0.0020113,0.11821,0.016754,-0.0049669,-0.31618
20.95,-0.0059405,0.0017534,0.10174,0.016095,-0.0047619,-0.29818,-0.0059642,0.0017682,0.10288,0.016035,-0.0047539,-0.29719
21,-0.005155,0.0015211,0.08732,0.015311,-0.00453,-0.2787,-0.0051818,0.0015363,0.088501,0.015247,-0.0045203,-0.27771
21.05,-0.0044106,0.0013008,0.073883,0.014457,-0.0042773,-0.25873,-0.0044406,0.0013165,0.075113,0.014389,-0.0042659,-0.25774
21.1,-0.0037105,0.0010937,0.061456,0.013532,-0.0040038,-0.23825,-0.0037441,0.00111,0.062736,0.013461,-0.0039908,-0.23726
21.15,-0.0030585,0.00090076,0.050065,0.012538,-0.0037095,-0.21729,-0.0030957,0.00091777,0.051395,0.012464,-0.0036951,-0.2163
21.2,-0.0024579,0.00072307,0.039736,0.011474,-0.0033945,-0.19583,-0.0024989,0.00074084,0.041115,0.011396,-0.0033786,-0.19484
21.25,-0.0019123,0.00056166,0.030491,0.010339,-0.0030586,-0.17387,-0.0019572,0.00058025,0.03192,0.010259,-0.0030415,-0.17288
21.3,-0.0014251,0.00041755,0.022357,0.0091351,-0.002702,-0.15142,-0.0014741,0.00043704,0.023835,0.0090521,-0.0026837,-0.15043
21.35,-0.00099994,0.0002918,0.015358,0.0078608,-0.0023246,-0.12847,-0.0010532,0.00031223,0.016885,0.0077754,-0.0023052,-0.12748
21.4,-0.00064022,0.00018544,0.009518,0.0065165,-0.0019264,-0.10503,-0.00069776,0.00020687,0.011095,0.0064289,-0.001906,-0.10404
21.45,-0.00034946,9.9509e-05,0.0048629,0.0051022,-0.0015075,-0.081091,-0.00041143,0.00012198,0.0064896,0.0050125,-0.0014861,-0.080101
21.5,-0.00013117,3.5043e-05,0.0014171,0.003618,-0.0010678,-0.056659,-0.00019767,5.8603e-05,0.0030933,0.0035264,-0.0010455,-0.055668
21.55,1.1173e-05,-6.9202e-06,-0.00079468,0.0020639,-0.0006073,-0.031731,-5.9957e-05,1.7775e-05,0.000931,0.0019705,-0.00058419,-0.03074
21.6,7.4056e-05,-2.5341e-05,-0.0017477,0.00043978,-0.00012609,-0.0063079,-1.7845e-06,5.2904e-07,2.7499e-05,0.00034478,-0.00010222,-0.0053174
