t,x,y,z,xdot,ydot,zdot,des_x,des_y,des_z,des_xdot,des_ydot,des_zdot
0,5,0,0,0,0,0,5,0,0,0,0,0
0.05,4.9999,0.00038207,2.0886e-05,-0.007072,0.021776,0.0010312,4.9923,0.023739,0.0013927,0,0,0
0.1,4.9993,0.0021964,0.00011521,-0.016237,0.049969,0.0027315,4.9846,0.047479,0.0027854,0,0,0
0.15,4.9983,0.0053547,0.00029134,-0.024729,0.07611,0.0042983,4.9769,0.071218,0.0041781,0,0,0
0.2,4.9968,0.0097796,0.00054345,-0.032696,0.10063,0.0057698,4.9691,0.094958,0.0055708,0,0,0
0.25,4.995,0.015393,0.00086677,-0.040175,0.12365,0.0071479,4.9614,0.1187,0.0069635,0,0,0
0.3,4.9928,0.022121,0.0012568,-0.047193,0.14525,0.0084389,4.9537,0.14244,0.0083561,0,0,0
0.35,4.9903,0.029895,0.0017093,-0.05378,0.16552,0.0096484,4.946,0.16618,0.0097488,0,0,0
0.4,4.9874,0.038652,0.0022204,-0.059961,0.18454,0.010782,4.9383,0.18992,0.011142,0,0,0
0.45,4.9843,0.04833,0.0027863,-0.065762,0.2024,0.011844,4.9306,0.21366,0.012534,0,0,0
0.5,4.9809,0.058873,0.0034036,-0.071207,0.21916,0.012839,4.9229,0.23739,0.013927,0,0,0
0.55,4.9772,0.070228,0.0040692,-0.076317,0.23488,0.013772,4.9152,0.26113,0.01532,0,0,0
0.6,4.9732,0.082345,0.0047799,-0.081112,0.24964,0.014646,4.9074,0.28487,0.016712,0,0,0
0.65,4.9691,0.095177,0.0055329,-0.085612,0.26349,0.015466,4.8997,0.30861,0.018105,0,0,0
0.7,4.9647,0.10868,0.0063256,-0.089836,0.27649,0.016235,4.892,0.33235,0.019498,0,0,0
0.75,4.9601,0.12281,0.0071556,-0.0938,0.28869,0.016955,4.8843,0.35609,0.02089,0,0,0
0.8,4.9553,0.13754,0.0080204,-0.097519,0.30014,0.01763,4.8766,0.37983,0.022283,0,0,0
0.85,4.9503,0.15281,0.0089179,-0.10101,0.31088,0.018264,4.8689,0.40357,0.023676,0,0,0
0.9,4.9452,0.16861,0.0098461,-0.10429,0.32096,0.018857,4.8612,0.42731,0.025068,0,0,0
0.95,4.9399,0.1849,0.010803,-0.10736,0.33043,0.019414,4.8534,0.45105,0.026461,0,0,0
1,4.9345,0.20165,0.011787,-0.11025,0.33931,0.019936,4.8457,0.47479,0.027854,0,0,0
1.05,4.9289,0.21882,0.012796,-0.11296,0.34764,0.020426,4.838,0.49853,0.029247,0,0,0
1.1,4.9232,0.2364,0.013829,-0.1155,0.35546,0.020885,4.8303,0.52227,0.030639,0,0,0
1.15,4.9174,0.25436,0.014884,-0.11788,0.36281,0.021316,4.8226,0.54601,0.032032,0,0,0
1.2,4.9114,0.27268,0.01596,-0.12012,0.36969,0.02172,4.8149,0.56975,0.033425,0,0,0
1.25,4.9053,0.29132,0.017056,-0.12222,0.37616,0.022099,4.8072,0.59349,0.034817,0,0,0
1.3,4.8992,0.31028,0.01817,-0.12419,0.38223,0.022455,4.7995,0.61723,0.03621,0,0,0
1.35,4.8929,0.32954,0.019301,-0.12604,0.38792,0.022788,4.7917,0.64097,0.037603,0,0,0
1.4,4.8866,0.34907,0.020448,-0.12778,0.39327,0.023101,4.784,0.66471,0.038995,0,0,0
1.45,4.8801,0.36886,0.021611,-0.12941,0.39828,0.023394,4.7763,0.68845,0.040388,0,0,0
1.5,4.8736,0.38889,0.022787,-0.13094,0.40299,0.023669,4.7686,0.71218,0.041781,0,0,0
1.55,4.8671,0.40916,0.023977,-0.13237,0.40741,0.023928,4.7609,0.73592,0.043173,0,0,0
1.6,4.8604,0.42963,0.02518,-0.13372,0.41155,0.02417,4.7532,0.75966,0.044566,0,0,0
1.65,4.8537,0.45031,0.026394,-0.13498,0.41544,0.024397,4.7455,0.7834,0.045959,0,0,0
1.7,4.8469,0.47117,0.027619,-0.13617,0.41909,0.02461,4.7377,0.80714,0.047351,0,0,0
1.75,4.8401,0.49221,0.028855,-0.13728,0.42252,0.02481,4.73,0.83088,0.048744,0,0,0
1.8,4.8332,0.51342,0.0301,-0.13833,0.42574,0.024998,4.7223,0.85462,0.050137,0,0,0
1.85,4.8262,0.53478,0.031354,-0.13931,0.42875,0.025174,4.7146,0.87836,0.05153,0,0,0
1.9,4.8192,0.55629,0.032617,-0.14023,0.43159,0.025339,4.7069,0.9021,0.052922,0,0,0
1.95,4.8122,0.57794,0.033888,-0.14109,0.43424,0.025494,4.6992,0.92584,0.054315,0,0,0
2,4.8051,0.59971,0.035167,-0.1419,0.43674,0.02564,4.6915,0.94958,0.055708,0,0,0
2.05,4.798,0.62161,0.036452,-0.14267,0.43908,0.025776,4.6837,0.97332,0.0571,0,0,0
2.1,4.7909,0.64362,0.037744,-0.14338,0.44128,0.025904,4.676,0.99706,0.058493,0,0,0
2.15,4.7837,0.66573,0.039042,-0.14405,0.44334,0.026024,4.6683,1.0208,0.059886,0,0,0
2.2,4.7765,0.68795,0.040346,-0.14468,0.44527,0.026137,4.6606,1.0445,0.061278,0,0,0
2.25,4.7692,0.71026,0.041656,-0.14527,0.44709,0.026243,4.6529,1.0683,0.062671,0,0,0
2.3,4.7619,0.73266,0.04297,-0.14582,0.44879,0.026342,4.6452,1.092,0.064064,0,0,0
2.35,4.7546,0.75514,0.04429,-0.14634,0.45039,0.026435,4.6375,1.1158,0.065456,0,0,0
2.4,4.7473,0.77769,0.045614,-0.14683,0.45189,0.026522,4.6298,1.1395,0.066849,0,0,0
2.45,4.74,0.80032,0.046942,-0.14729,0.4533,0.026604,4.622,1.1632,0.068242,0,0,0
2.5,4.7326,0.82302,0.048274,-0.14772,0.45462,0.026681,4.6143,1.187,0.069635,0,0,0
2.55,4.7252,0.84579,0.04961,-0.14812,0.45586,0.026754,4.6066,1.2107,0.071027,0,0,0
2.6,4.7178,0.86861,0.050949,-0.1485,0.45703,0.026821,4.5989,1.2345,0.07242,0,0,0
2.65,4.7103,0.89149,0.052292,-0.14885,0.45812,0.026885,4.5912,1.2582,0.073813,0,0,0
2.7,4.7029,0.91442,0.053638,-0.14919,0.45915,0.026945,4.5835,1.2819,0.075205,0,0,0
2.75,4.6954,0.9374,0.054987,-0.1495,0.46011,0.027001,4.5758,1.3057,0.076598,0,0,0
2.8,4.6879,0.96043,0.056338,-0.14979,0.46101,0.027053,4.568,1.3294,0.077991,0,0,0
2.85,4.6804,0.9835,0.057692,-0.15007,0.46186,0.027102,4.5603,1.3532,0.079383,0,0,0
2.9,4.6729,1.0066,0.059048,-0.15033,0.46266,0.027149,4.5526,1.3769,0.080776,0,0,0
2.95,4.6654,1.0298,0.060407,-0.15057,0.4634,0.027192,4.5449,1.4006,0.082169,0,0,0
3,4.6579,1.053,0.061767,-0.1508,0.4641,0.027233,4.5372,1.4244,0.083561,0,0,0
3.05,4.6503,1.0762,0.06313,-0.15101,0.46476,0.027271,4.5295,1.4481,0.084954,0,0,0
3.1,4.6428,1.0994,0.064494,-0.15121,0.46538,0.027307,4.5218,1.4718,0.086347,0,0,0
3.15,4.6352,1.1227,0.06586,-0.1514,0.46596,0.027341,4.5141,1.4956,0.08774,0,0,0
3.2,4.6276,1.146,0.067228,-0.15157,0.4665,0.027372,4.5063,1.5193,0.089132,0,0,0
3.25,4.6201,1.1694,0.068598,-0.15174,0.46701,0.027402,4.4986,1.5431,0.090525,0,0,0
3.3,4.6125,1.1927,0.069968,-0.1519,0.46749,0.02743,4.4909,1.5668,0.091918,0,0,0
3.35,4.6049,1.2161,0.071341,-0.15204,0.46794,0.027456,4.4832,1.5905,0.09331,0,0,0
3.4,4.5973,1.2395,0.072714,-0.15218,0.46836,0.02748,4.4755,1.6143,0.094703,0,0,0
3.45,4.5896,1.2629,0.074089,-0.15231,0.46875,0.027503,4.4678,1.638,0.096096,0,0,0
3.5,4.582,1.2864,0.075464,-0.15243,0.46913,0.027525,4.4601,1.6618,0.097488,0,0,0
3.55,4.5744,1.3099,0.076841,-0.15254,0.46947,0.027545,4.4523,1.6855,0.098881,0,0,0
3.6,4.5668,1.3333,0.078219,-0.15265,0.4698,0.027564,4.4446,1.7092,0.10027,0,0,0
3.65,4.5591,1.3568,0.079597,-0.15275,0.47011,0.027582,4.4369,1.733,0.10167,0,0,0
3.7,4.5515,1.3804,0.080977,-0.15284,0.4704,0.027599,4.4292,1.7567,0.10306,0,0,0
3.75,4.5439,1.4039,0.082357,-0.15293,0.47067,0.027614,4.4215,1.7805,0.10445,0,0,0
3.8,4.5362,1.4274,0.083738,-0.15301,0.47092,0.027629,4.4138,1.8042,0.10584,0,0,0
3.85,4.5286,1.451,0.08512,-0.15309,0.47116,0.027643,4.4061,1.8279,0.10724,0,0,0
3.9,4.5209,1.4745,0.086503,-0.15316,0.47138,0.027656,4.3984,1.8517,0.10863,0,0,0
3.95,4.5132,1.4981,0.087886,-0.15323,0.47159,0.027668,4.3906,1.8754,0.11002,0,0,0
4,4.5056,1.5217,0.089269,-0.15329,0.47179,0.027679,4.3829,1.8992,0.11142,0,0,0
4.05,4.4979,1.5453,0.090654,-0.15335,0.47197,0.02769,4.3752,1.9229,0.11281,0,0,0
4.1,4.4902,1.5689,0.092038,-0.15341,0.47215,0.0277,4.3675,1.9466,0.1142,0,0,0
4.15,4.4826,1.5925,0.093424,-0.15346,0.47231,0.02771,4.3598,1.9704,0.11559,0,0,0
4.2,4.4749,1.6161,0.094809,-0.15351,0.47246,0.027719,4.3521,1.9941,0.11699,0,0,0
4.25,4.4672,1.6397,0.096196,-0.15356,0.4726,0.027727,4.3444,2.0179,0.11838,0,0,0
4.3,4.4595,1.6634,0.097582,-0.1536,0.47274,0.027735,4.3366,2.0416,0.11977,0,0,0
4.35,4.4519,1.687,0.098969,-0.15364,0.47287,0.027742,4.3289,2.0653,0.12116,0,0,0
4.4,4.4442,1.7107,0.10036,-0.15368,0.47298,0.027749,4.3212,2.0891,0.12256,0,0,0
4.45,4.4365,1.7343,0.10174,-0.15372,0.47309,0.027755,4.3135,2.1128,0.12395,0,0,0
4.5,4.4288,1.758,0.10313,-0.15375,0.4732,0.027761,4.3058,2.1366,0.12534,0,0,0
4.55,4.4211,1.7816,0.10452,-0.15378,0.4733,0.027767,4.2981,2.1603,0.12673,0,0,0
4.6,4.4134,1.8053,0.10591,-0.15381,0.47339,0.027772,4.2904,2.184,0.12813,0,0,0
4.65,4.4057,1.829,0.1073,-0.15384,0.47347,0.027777,4.2827,2.2078,0.12952,0,0,0
4.7,4.398,1.8527,0.10869,-0.15387,0.47356,0.027782,4.2749,2.2315,0.13091,0,0,0
4.75,4.3903,1.8763,0.11008,-0.15389,0.47363,0.027787,4.2672,2.2553,0.13231,0,0,0
4.8,4.3826,1.9,0.11146,-0.15392,0.4737,0.027791,4.2595,2.279,0.1337,0,0,0
4.85,4.375,1.9237,0.11285,-0.15394,0.47377,0.027795,4.2518,2.3027,0.13509,0,0,0
4.9,4.3673,1.9474,0.11424,-0.15396,0.47383,0.027798,4.2441,2.3265,0.13648,0,0,0
4.95,4.3596,1.9711,0.11563,-0.15398,0.47389,0.027802,4.2364,2.3502,0.13788,0,0,0
5,4.3519,1.9948,0.11702,-0.15399,0.47395,0.027805,4.2287,2.3739,0.13927,0,0,0
5.05,4.3442,2.0185,0.11841,-0.15401,0.474,0.027808,4.2209,2.3977,0.14066,0,0,0
5.1,4.3365,2.0422,0.11981,-0.15403,0.47405,0.027811,4.2132,2.4214,0.14205,0,0,0
5.15,4.3288,2.0659,0.1212,-0.15404,0.47409,0.027813,4.2055,2.4452,0.14345,0,0,0
5.2,4.3211,2.0896,0.12259,-0.15406,0.47414,0.027816,4.1978,2.4689,0.14484,0,0,0
5.25,4.3133,2.1133,0.12398,-0.15407,0.47418,0.027818,4.1901,2.4926,0.14623,0,0,0
5.3,4.3056,2.137,0.12537,-0.15408,0.47421,0.02782,4.1824,2.5164,0.14763,0,0,0
5.35,4.2979,2.1607,0.12676,-0.15409,0.47425,0.027822,4.1747,2.5401,0.14902,0,0,0
5.4,4.2902,2.1844,0.12815,-0.1541,0.47428,0.027824,4.1669,2.5639,0.15041,0,0,0
5.45,4.2825,2.2081,0.12954,-0.15411,0.47431,0.027826,4.1592,2.5876,0.1518,0,0,0
5.5,4.2748,2.2319,0.13093,-0.15412,0.47434,0.027828,4.1515,2.6113,0.1532,0,0,0
5.55,4.2671,2.2556,0.13232,-0.15413,0.47437,0.027829,4.1438,2.6351,0.15459,0,0,0
5.6,4.2594,2.2793,0.13372,-0.15414,0.4744,0.027831,4.1361,2.6588,0.15598,0,0,0
5.65,4.2517,2.303,0.13511,-0.15415,0.47442,0.027832,4.1284,2.6826,0.15737,0,0,0
5.7,4.244,2.3267,0.1365,-0.15416,0.47444,0.027834,4.1207,2.7063,0.15877,0,0,0
5.75,4.2363,2.3505,0.13789,-0.15416,0.47446,0.027835,4.113,2.73,0.16016,0,0,0
5.8,4.2286,2.3742,0.13928,-0.15417,0.47448,0.027836,4.1052,2.7538,0.16155,0,0,0
5.85,4.2209,2.3979,0.14067,-0.15418,0.4745,0.027837,4.0975,2.7775,0.16294,0,0,0
5.9,4.2132,2.4216,0.14207,-0.15418,0.47452,0.027838,4.0898,2.8013,0.16434,0,0,0
5.95,4.2055,2.4454,0.14346,-0.15419,0.47454,0.027839,4.0821,2.825,0.16573,0,0,0
6,4.1977,2.4691,0.14485,-0.15419,0.47455,0.02784,4.0744,2.8487,0.16712,0,0,0
6.05,4.19,2.4928,0.14624,-0.1542,0.47457,0.027841,4.0667,2.8725,0.16852,0,0,0
6.1,4.1823,2.5166,0.14763,-0.1542,0.47458,0.027842,4.059,2.8962,0.16991,0,0,0
6.15,4.1746,2.5403,0.14903,-0.1542,0.47459,0.027842,4.0512,2.92,0.1713,0,0,0
6.2,4.1669,2.564,0.15042,-0.15452,0.47438,0.027842,4.041,2.9419,0.17269,0,0,0
6.25,4.1589,2.5875,0.15181,-0.16889,0.46396,0.027746,4.0208,2.9565,0.17409,0,0,0
6.3,4.15,2.6104,0.1532,-0.18329,0.4535,0.027774,4.0006,2.9712,0.17548,0,0,0
6.35,4.1405,2.6329,0.15459,-0.19688,0.44365,0.027787,3.9804,2.9859,0.17687,0,0,0
6.4,4.1304,2.6548,0.15598,-0.20961,0.43441,0.0278,3.9603,3.0006,0.17826,0,0,0
6.45,4.1196,2.6763,0.15737,-0.22156,0.42573,0.02781,3.9401,3.0152,0.17966,0,0,0
6.5,4.1082,2.6974,0.15876,-0.23278,0.41759,0.027819,3.9199,3.0299,0.18105,0,0,0
6.55,4.0963,2.7181,0.16015,-0.24331,0.40996,0.027827,3.8997,3.0446,0.18244,0,0,0
6.6,4.0839,2.7384,0.16154,-0.25318,0.40279,0.027833,3.8795,3.0592,0.18384,0,0,0
6.65,4.071,2.7584,0.16293,-0.26246,0.39606,0.027839,3.8593,3.0739,0.18523,0,0,0
6.7,4.0577,2.778,0.16432,-0.27116,0.38975,0.027844,3.8391,3.0886,0.18662,0,0,0
6.75,4.0439,2.7973,0.16571,-0.27932,0.38382,0.027848,3.8189,3.1033,0.18801,0,0,0
6.8,4.0298,2.8164,0.16711,-0.28698,0.37826,0.027851,3.7987,3.1179,0.18941,0,0,0
6.85,4.0152,2.8352,0.1685,-0.29418,0.37304,0.027854,3.7785,3.1326,0.1908,0,0,0
6.9,4.0003,2.8537,0.16989,-0.30092,0.36814,0.027856,3.7583,3.1473,0.19219,0,0,0
6.95,3.9851,2.872,0.17129,-0.30726,0.36355,0.027858,3.7381,3.162,0.19358,0,0,0
7,3.9696,2.8901,0.17268,-0.3132,0.35923,0.02786,3.7179,3.1766,0.19498,0,0,0
7.05,3.9538,2.9079,0.17407,-0.31878,0.35519,0.027861,3.6977,3.1913,0.19637,0,0,0
7.1,3.9377,2.9256,0.17546,-0.32402,0.35139,0.027862,3.6775,3.206,0.19776,0,0,0
7.15,3.9214,2.9431,0.17686,-0.32893,0.34782,0.027862,3.6573,3.2206,0.19915,0,0,0
7.2,3.9049,2.9604,0.17825,-0.33354,0.34448,0.027863,3.6371,3.2353,0.20055,0,0,0
7.25,3.8881,2.9775,0.17964,-0.33787,0.34134,0.027863,3.617,3.25,0.20194,0,0,0
7.3,3.8711,2.9945,0.18104,-0.34193,0.33839,0.027864,3.5968,3.2647,0.20333,0,0,0
7.35,3.8539,3.0114,0.18243,-0.34574,0.33562,0.027864,3.5766,3.2793,0.20473,0,0,0
7.4,3.8365,3.0281,0.18382,-0.34932,0.33303,0.027864,3.5564,3.294,0.20612,0,0,0
7.45,3.819,3.0447,0.18522,-0.35267,0.33059,0.027864,3.5362,3.3087,0.20751,0,0,0
7.5,3.8012,3.0611,0.18661,-0.35582,0.32831,0.027864,3.516,3.3233,0.2089,0,0,0
7.55,3.7834,3.0775,0.188,-0.35878,0.32616,0.027863,3.4958,3.338,0.2103,0,0,0
7.6,3.7654,3.0938,0.1894,-0.36156,0.32415,0.027863,3.4756,3.3527,0.21169,0,0,0
7.65,3.7472,3.1099,0.19079,-0.36416,0.32226,0.027863,3.4554,3.3674,0.21308,0,0,0
7.7,3.729,3.126,0.19218,-0.3666,0.32049,0.027863,3.4352,3.382,0.21447,0,0,0
7.75,3.7106,3.142,0.19358,-0.3689,0.31882,0.027862,3.415,3.3967,0.21587,0,0,0
7.8,3.6921,3.1579,0.19497,-0.37105,0.31726,0.027862,3.3948,3.4114,0.21726,0,0,0
7.85,3.6735,3.1737,0.19636,-0.37307,0.31579,0.027862,3.3746,3.426,0.21865,0,0,0
7.9,3.6548,3.1894,0.19775,-0.37496,0.31442,0.027862,3.3544,3.4407,0.22005,0,0,0
7.95,3.636,3.2051,0.19915,-0.37674,0.31313,0.027861,3.3342,3.4554,0.22144,0,0,0
8,3.6171,3.2208,0.20054,-0.37841,0.31192,0.027861,3.314,3.4701,0.22283,0,0,0
8.05,3.5981,3.2363,0.20193,-0.37998,0.31078,0.027861,3.2938,3.4847,0.22422,0,0,0
8.1,3.5791,3.2518,0.20333,-0.38145,0.30971,0.02786,3.2737,3.4994,0.22562,0,0,0
8.15,3.56,3.2673,0.20472,-0.38283,0.30871,0.02786,3.2535,3.5141,0.22701,0,0,0
8.2,3.5408,3.2827,0.20611,-0.38412,0.30777,0.02786,3.2333,3.5287,0.2284,0,0,0
8.25,3.5216,3.2981,0.20751,-0.38534,0.30689,0.027859,3.2131,3.5434,0.22979,0,0,0
8.3,3.5023,3.3134,0.2089,-0.38648,0.30606,0.027859,3.1929,3.5581,0.23119,0,0,0
8.35,3.4829,3.3287,0.21029,-0.38755,0.30529,0.027859,3.1727,3.5728,0.23258,0,0,0
8.4,3.4635,3.3439,0.21168,-0.38856,0.30456,0.027859,3.1525,3.5874,0.23397,0,0,0
8.45,3.4441,3.3591,0.21308,-0.3895,0.30387,0.027858,3.1323,3.6021,0.23536,0,0,0
8.5,3.4246,3.3743,0.21447,-0.39038,0.30323,0.027858,3.1121,3.6168,0.23676,0,0,0
8.55,3.405,3.3895,0.21586,-0.39121,0.30263,0.027858,3.0919,3.6314,0.23815,0,0,0
8.6,3.3855,3.4046,0.21726,-0.39199,0.30206,0.027858,3.0717,3.6461,0.23954,0,0,0
8.65,3.3658,3.4197,0.21865,-0.39272,0.30153,0.027857,3.0515,3.6608,0.24094,0,0,0
8.7,3.3462,3.4347,0.22004,-0.39341,0.30103,0.027857,3.0313,3.6755,0.24233,0,0,0
8.75,3.3265,3.4498,0.22144,-0.39405,0.30057,0.027857,3.0111,3.6901,0.24372,0,0,0
8.8,3.3068,3.4648,0.22283,-0.39466,0.30013,0.027857,2.9909,3.7048,0.24511,0,0,0
8.85,3.287,3.4798,0.22422,-0.39523,0.29972,0.027857,2.9707,3.7195,0.24651,0,0,0
8.9,3.2673,3.4948,0.22561,-0.39576,0.29933,0.027857,2.9505,3.7342,0.2479,0,0,0
8.95,3.2475,3.5097,0.22701,-0.39626,0.29897,0.027856,2.9304,3.7488,0.24929,0,0,0
9,3.2276,3.5247,0.2284,-0.39673,0.29863,0.027856,2.9102,3.7635,0.25068,0,0,0
9.05,3.2078,3.5396,0.22979,-0.39717,0.29831,0.027856,2.89,3.7782,0.25208,0,0,0
9.1,3.1879,3.5545,0.23118,-0.39758,0.29801,0.027856,2.8698,3.7928,0.25347,0,0,0
9.15,3.168,3.5694,0.23258,-0.39797,0.29773,0.027856,2.8496,3.8075,0.25486,0,0,0
9.2,3.1481,3.5843,0.23397,-0.39833,0.29746,0.027856,2.8294,3.8222,0.25626,0,0,0
9.25,3.1282,3.5991,0.23536,-0.39867,0.29721,0.027856,2.8092,3.8369,0.25765,0,0,0
9.3,3.1083,3.614,0.23676,-0.39899,0.29698,0.027856,2.789,3.8515,0.25904,0,0,0
9.35,3.0883,3.6288,0.23815,-0.39929,0.29676,0.027855,2.7688,3.8662,0.26043,0,0,0
9.4,3.0683,3.6437,0.23954,-0.39958,0.29656,0.027855,2.7486,3.8809,0.26183,0,0,0
9.45,3.0483,3.6585,0.24093,-0.39984,0.29637,0.027855,2.7284,3.8955,0.26322,0,0,0
9.5,3.0283,3.6733,0.24233,-0.40009,0.29619,0.027855,2.7082,3.9102,0.26461,0,0,0
9.55,3.0083,3.6881,0.24372,-0.40032,0.29602,0.027855,2.688,3.9249,0.266,0,0,0
9.6,2.9883,3.7029,0.24511,-0.40054,0.29586,0.027855,2.6678,3.9396,0.2674,0,0,0
9.65,2.9683,3.7177,0.24651,-0.40075,0.29571,0.027855,2.6476,3.9542,0.26879,0,0,0
9.7,2.9482,3.7325,0.2479,-0.40094,0.29557,0.027855,2.6274,3.9689,0.27018,0,0,0
9.75,2.9282,3.7472,0.24929,-0.40112,0.29544,0.027855,2.6073,3.9836,0.27157,0,0,0
9.8,2.9081,3.762,0.25068,-0.40129,0.29532,0.027855,2.5871,3.9982,0.27297,0,0,0
9.85,2.8881,3.7768,0.25208,-0.40145,0.2952,0.027855,2.5669,4.0129,0.27436,0,0,0
9.9,2.868,3.7915,0.25347,-0.4016,0.29509,0.027855,2.5467,4.0276,0.27575,0,0,0
9.95,2.8479,3.8063,0.25486,-0.40174,0.29499,0.027855,2.5265,4.0423,0.27715,0,0,0
10,2.8278,3.821,0.25625,-0.40187,0.29489,0.027855,2.5063,4.0569,0.27854,0,0,0
10.05,2.8077,3.8358,0.25765,-0.402,0.2948,0.027854,2.4861,4.0716,0.27993,0,0,0
10.1,2.7876,3.8505,0.25904,-0.40211,0.29472,0.027854,2.4659,4.0863,0.28132,0,0,0
10.15,2.7675,3.8653,0.26043,-0.40222,0.29464,0.027854,2.4457,4.1009,0.28272,0,0,0
10.2,2.7474,3.88,0.26183,-0.40232,0.29457,0.027854,2.4255,4.1156,0.28411,0,0,0
10.25,2.7273,3.8947,0.26322,-0.40242,0.2945,0.027854,2.4053,4.1303,0.2855,0,0,0
10.3,2.7071,3.9094,0.26461,-0.40251,0.29443,0.027854,2.3851,4.145,0.28689,0,0,0
10.35,2.687,3.9242,0.266,-0.40259,0.29437,0.027854,2.3649,4.1596,0.28829,0,0,0
10.4,2.6669,3.9389,0.2674,-0.40267,0.29431,0.027854,2.3447,4.1743,0.28968,0,0,0
10.45,2.6467,3.9536,0.26879,-0.40275,0.29426,0.027854,2.3245,4.189,0.29107,0,0,0
10.5,2.6266,3.9683,0.27018,-0.40282,0.29421,0.027854,2.3043,4.2037,0.29247,0,0,0
10.55,2.6065,3.983,0.27157,-0.40288,0.29416,0.027854,2.2841,4.2183,0.29386,0,0,0
10.6,2.5863,3.9977,0.27297,-0.40294,0.29412,0.027854,2.264,4.233,0.29525,0,0,0
10.65,2.5662,4.0124,0.27436,-0.403,0.29407,0.027854,2.2438,4.2477,0.29664,0,0,0
10.7,2.546,4.0271,0.27575,-0.40305,0.29404,0.027854,2.2236,4.2623,0.29804,0,0,0
10.75,2.5259,4.0418,0.27715,-0.40311,0.294,0.027854,2.2034,4.277,0.29943,0,0,0
10.8,2.5057,4.0565,0.27854,-0.40315,0.29396,0.027854,2.1832,4.2917,0.30082,0,0,0
10.85,2.4855,4.0712,0.27993,-0.4032,0.29393,0.027854,2.163,4.3064,0.30221,0,0,0
10.9,2.4654,4.0859,0.28132,-0.40324,0.2939,0.027854,2.1428,4.321,0.30361,0,0,0
10.95,2.4452,4.1006,0.28272,-0.40328,0.29387,0.027854,2.1226,4.3357,0.305,0,0,0
11,2.4251,4.1153,0.28411,-0.40332,0.29385,0.027854,2.1024,4.3504,0.30639,0,0,0
11.05,2.4049,4.13,0.2855,-0.40335,0.29382,0.027854,2.0822,4.365,0.30778,0,0,0
11.1,2.3847,4.1447,0.28689,-0.40338,0.2938,0.027854,2.062,4.3797,0.30918,0,0,0
11.15,2.3646,4.1594,0.28829,-0.40341,0.29377,0.027854,2.0418,4.3944,0.31057,0,0,0
11.2,2.3444,4.1741,0.28968,-0.40344,0.29375,0.027854,2.0216,4.4091,0.31196,0,0,0
11.25,2.3242,4.1887,0.29107,-0.40347,0.29373,0.027854,2.0014,4.4237,0.31336,0,0,0
11.3,2.304,4.2034,0.29246,-0.40349,0.29372,0.027854,1.9812,4.4384,0.31475,0,0,0
11.35,2.2839,4.2181,0.29386,-0.40352,0.2937,0.027854,1.961,4.4531,0.31614,0,0,0
11.4,2.2637,4.2328,0.29525,-0.40354,0.29368,0.027854,1.9408,4.4677,0.31753,0,0,0
11.45,2.2435,4.2475,0.29664,-0.40356,0.29367,0.027854,1.9207,4.4824,0.31893,0,0,0
11.5,2.2233,4.2622,0.29804,-0.40358,0.29365,0.027854,1.9005,4.4971,0.32032,0,0,0
11.55,2.2032,4.2768,0.29943,-0.4036,0.29364,0.027854,1.8803,4.5118,0.32171,0,0,0
11.6,2.183,4.2915,0.30082,-0.40362,0.29363,0.027854,1.8601,4.5264,0.3231,0,0,0
11.65,2.1628,4.3062,0.30221,-0.40363,0.29362,0.027854,1.8399,4.5411,0.3245,0,0,0
11.7,2.1426,4.3209,0.30361,-0.40365,0.2936,0.027854,1.8197,4.5558,0.32589,0,0,0
11.75,2.1224,4.3356,0.305,-0.40366,0.29359,0.027854,1.7995,4.5704,0.32728,0,0,0
11.8,2.1022,4.3503,0.30639,-0.40368,0.29358,0.027854,1.7793,4.5851,0.32868,0,0,0
11.85,2.0821,4.3649,0.30778,-0.40369,0.29358,0.027854,1.7591,4.5998,0.33007,0,0,0
11.9,2.0619,4.3796,0.30918,-0.4037,0.29357,0.027854,1.7389,4.6145,0.33146,0,0,0
11.95,2.0417,4.3943,0.31057,-0.40371,0.29356,0.027854,1.7187,4.6291,0.33285,0,0,0
12,2.0215,4.409,0.31196,-0.40372,0.29355,0.027854,1.6985,4.6438,0.33425,0,0,0
12.05,2.0013,4.4236,0.31336,-0.40373,0.29354,0.027854,1.6783,4.6585,0.33564,0,0,0
12.1,1.9811,4.4383,0.31475,-0.40374,0.29354,0.027854,1.6581,4.6731,0.33703,0,0,0
12.15,1.9609,4.453,0.31614,-0.40375,0.29353,0.027854,1.6379,4.6878,0.33842,0,0,0
12.2,1.9408,4.4677,0.31753,-0.40376,0.29353,0.027854,1.6177,4.7025,0.33982,0,0,0
12.25,1.9206,4.4823,0.31893,-0.40376,0.29352,0.027854,1.5976,4.7172,0.34121,0,0,0
12.3,1.9004,4.497,0.32032,-0.40377,0.29351,0.027854,1.5774,4.7318,0.3426,0,0,0
12.35,1.8802,4.5117,0.32171,-0.40378,0.29351,0.027854,1.5572,4.7465,0.34399,0,0,0
12.4,1.86,4.5264,0.3231,-0.40451,0.29128,0.027838,1.5351,4.7553,0.34539,0,0,0
12.45,1.8396,4.5405,0.32449,-0.41056,0.27267,0.027763,1.5101,4.7553,0.34678,0,0,0
12.5,1.819,4.5537,0.32588,-0.41597,0.25603,0.027786,1.4851,4.7553,0.34817,0,0,0
