t,x,y,z,xdot,ydot,zdot,des_x,des_y,des_z,des_xdot,des_ydot,des_zdot
10.7,4.9922,-0.33351,2.4724,0.045901,0.73293,0.059185,4.9886,-0.33708,2.4732,0.049406,0.73119,0.058319
10.75,4.9943,-0.29809,2.4752,0.037848,0.68417,0.055257,4.9909,-0.30173,2.476,0.041272,0.68267,0.054424
10.8,4.996,-0.26507,2.4779,0.030863,0.63652,0.051425,4.9928,-0.26879,2.4786,0.034199,0.63525,0.050625
10.85,4.9974,-0.23442,2.4804,0.024848,0.59005,0.047696,4.9943,-0.23819,2.481,0.028091,0.58902,0.046926
10.9,4.9985,-0.20605,2.4826,0.019711,0.54483,0.044072,4.9956,-0.20987,2.4833,0.022855,0.54403,0.04333
10.95,4.9994,-0.17991,2.4848,0.015361,0.50094,0.040558,4.9966,-0.18376,2.4854,0.018402,0.50035,0.039844
11,5.0001,-0.15593,2.4867,0.011714,0.45844,0.037158,4.9974,-0.15981,2.4873,0.014648,0.45807,0.03647
11.05,5.0006,-0.13404,2.4885,0.0086904,0.41739,0.033877,4.9981,-0.13793,2.489,0.011514,0.41723,0.033214
11.1,5.001,-0.11417,2.4901,0.0062137,0.37786,0.030719,4.9986,-0.11806,2.4906,0.0089256,0.3779,0.030081
11.15,5.0012,-0.096229,2.4916,0.0042138,0.33991,0.027688,4.999,-0.10012,2.492,0.0068123,0.34015,0.027073
11.2,5.0014,-0.080149,2.4929,0.0026252,0.3036,0.024789,4.9993,-0.08402,2.4933,0.0051097,0.30403,0.024198
11.25,5.0015,-0.065841,2.494,0.0013875,0.269,0.022027,4.9995,-0.069686,2.4945,0.0037581,0.26962,0.021458
11.3,5.0015,-0.053219,2.4951,0.0004457,0.23616,0.019405,4.9997,-0.057029,2.4955,0.002703,0.23697,0.018859
11.35,5.0015,-0.042194,2.496,-0.00025037,0.20515,0.016929,4.9998,-0.045959,2.4963,0.0018949,0.20614,0.016405
11.4,5.0015,-0.032673,2.4968,-0.00074556,0.17603,0.014603,4.9999,-0.036383,2.4971,0.0012895,0.1772,0.014102
11.45,5.0015,-0.024559,2.4974,-0.0010797,0.14886,0.012432,4.9999,-0.028206,2.4978,0.00084738,0.15021,0.011953
11.5,5.0014,-0.017753,2.498,-0.0012878,0.12371,0.010421,5,-0.021329,2.4983,0.00053419,0.12523,0.0099653
11.55,5.0013,-0.012153,2.4985,-0.0013997,0.10063,0.0085746,5,-0.015649,2.4988,0.00032024,0.10232,0.0081422
11.6,5.0013,-0.0076544,2.4989,-0.0014411,0.079691,0.0068972,5,-0.011061,2.4991,0.0001804,0.081545,0.0064892
11.65,5.0012,-0.0041476,2.4992,-0.001433,0.060954,0.0053939,5,-0.0074578,2.4994,9.3928e-05,0.062973,0.0050112
11.7,5.0011,-0.0015213,2.4994,-0.0013922,0.044483,0.0040698,5,-0.0047265,2.4996,4.4111e-05,0.046664,0.0037134
11.75,5.0011,0.00033955,2.4996,-0.001332,0.030343,0.0029297,5,-0.0027527,2.4998,1.7993e-05,0.032683,0.0026008
11.8,5.001,0.0015529,2.4997,-0.0012621,0.018597,0.0019788,5,-0.0014183,2.4999,5.984e-06,0.021095,0.0016787
11.85,5.0009,0.0022403,2.4998,-0.0011891,0.0093131,0.0012219,5,-0.00060214,2.5,1.4412e-06,0.011967,0.0009523
