t,x,y,z,xdot,ydot,zdot,qw,qx,qy,qz,p,q,r
0,5,0,0,0,0,0,1,0,-0,-0,0,0,0
0.01,5,1.1924e-06,2.0733e-07,-0.00018851,0.00048195,6.2146e-05,0.99997,0.0074314,0.0026702,-2.0133e-05,-2.9339,-0.87736,0.014832
0.02,5,1.8231e-05,1.9531e-06,-0.0011573,0.0034069,0.00028728,0.99973,0.021928,0.0070873,-0.00015302,-2.527,-0.78357,0.035914
0.03,5,7.7476e-05,5.9052e-06,-0.0028731,0.0087442,0.00050245,0.99947,0.031107,0.0099714,-0.00031015,-1.1219,-0.36116,0.022963
0.04,4.9999,0.00019687,1.2077e-05,-0.0049542,0.01522,0.00073971,0.99937,0.033711,0.010845,-0.00036748,-0.022862,-0.019053,0.00061343
0.05,4.9999,0.00038207,2.0886e-05,-0.007072,0.021776,0.0010312,0.99942,0.032436,0.010492,-0.00034183,0.43281,0.12974,-0.009273
0.06,4.9998,0.00063105,3.2848e-05,-0.0090741,0.027946,0.0013661,0.9995,0.030154,0.0097922,-0.00029579,0.42912,0.13442,-0.008569
0.07,4.9997,0.00093959,4.826e-05,-0.010948,0.033706,0.0017171,0.99955,0.028422,0.0092424,-0.00026264,0.2557,0.082733,-0.0047859
0.08,4.9996,0.0013043,6.7178e-05,-0.01274,0.039211,0.0020652,0.99958,0.027557,0.0089578,-0.00024668,0.10213,0.034599,-0.0018256
0.09,4.9994,0.0017235,8.9529e-05,-0.014495,0.044607,0.0024032,0.99959,0.027262,0.0088546,-0.0002413,0.029414,0.010889,-0.00049744
0.1,4.9993,0.0021964,0.00011521,-0.016237,0.049969,0.0027315,0.99959,0.027154,0.0088148,-0.00023938,0.021343,0.0075199,-0.00035648
0.11,4.9991,0.0027228,0.00014413,-0.017971,0.055307,0.0030527,0.9996,0.027004,0.0087645,-0.00023677,0.040784,0.013238,-0.00070576
0.12,4.9989,0.0033024,0.00017625,-0.019692,0.060605,0.0033694,0.9996,0.026747,0.0086819,-0.00023233,0.060697,0.019479,-0.0010533
0.13,4.9987,0.0039347,0.00021151,-0.021394,0.065843,0.0036825,0.99961,0.026414,0.008575,-0.00022661,0.070805,0.022791,-0.0012172
0.14,4.9985,0.004619,0.00024989,-0.023073,0.071012,0.0039922,0.99962,0.026054,0.0084591,-0.00022048,0.072007,0.023275,-0.0012212
0.15,4.9983,0.0053547,0.00029134,-0.024729,0.07611,0.0042983,0.99963,0.025701,0.0083448,-0.00021455,0.068927,0.022364,-0.0011521
0.16,4.998,0.006141,0.00033584,-0.026364,0.08114,0.0046005,0.99964,0.025366,0.008236,-0.00020898,0.065349,0.021215,-0.0010771
0.17,4.9977,0.0069772,0.00038334,-0.027977,0.086105,0.0048987,0.99965,0.025046,0.0081321,-0.00020374,0.062923,0.020441,-0.0010236
0.18,4.9974,0.0078629,0.0004338,-0.02957,0.091008,0.0051929,0.99966,0.024735,0.0080311,-0.00019871,0.061715,0.020037,-0.00099136
0.19,4.9971,0.0087972,0.00048719,-0.031143,0.095849,0.0054833,0.99967,0.024428,0.0079316,-0.00019381,0.061166,0.019846,-0.00097048
0.2,4.9968,0.0097796,0.00054345,-0.032696,0.10063,0.0057698,0.99968,0.024123,0.0078328,-0.00018901,0.060758,0.019713,-0.00095212
0.21,4.9965,0.01081,0.00060257,-0.03423,0.10535,0.0060527,0.99969,0.02382,0.0077347,-0.0001843,0.060234,0.019528,-0.00093215
0.22,4.9961,0.011886,0.0006645,-0.035745,0.11001,0.0063319,0.99969,0.023521,0.0076376,-0.0001797,0.059559,0.019327,-0.00091013
0.23,4.9958,0.01301,0.0007292,-0.03724,0.11462,0.0066074,0.9997,0.023225,0.0075417,-0.00017521,0.058797,0.01908,-0.00088718
0.24,4.9954,0.014179,0.00079663,-0.038717,0.11916,0.0068794,0.99971,0.022933,0.007447,-0.00017083,0.058018,0.018828,-0.00086441
0.25,4.995,0.015393,0.00086677,-0.040175,0.12365,0.0071479,0.99972,0.022645,0.0073535,-0.00016657,0.057261,0.018586,-0.00084241
0.26,4.9946,0.016651,0.00093958,-0.041614,0.12808,0.0074129,0.99972,0.022361,0.0072613,-0.00016241,0.056533,0.018335,-0.00082126
0.27,4.9942,0.017954,0.001015,-0.043036,0.13245,0.0076744,0.99973,0.02208,0.0071702,-0.00015836,0.055828,0.018114,-0.00080084
0.28,4.9937,0.0193,0.0010931,-0.044439,0.13677,0.0079326,0.99974,0.021803,0.0070802,-0.00015441,0.055136,0.017896,-0.00078098
0.29,4.9933,0.020689,0.0011737,-0.045825,0.14104,0.0081874,0.99974,0.021529,0.0069914,-0.00015055,0.054452,0.017673,-0.00076161
0.3,4.9928,0.022121,0.0012568,-0.047193,0.14525,0.0084389,0.99975,0.021258,0.0069036,-0.00014679,0.053774,0.017456,-0.00074267
0.31,4.9923,0.023594,0.0013424,-0.048544,0.14941,0.0086871,0.99976,0.020991,0.006817,-0.00014313,0.053102,0.017224,-0.00072419
0.32,4.9918,0.025109,0.0014305,-0.049878,0.15351,0.0089322,0.99976,0.020727,0.0067314,-0.00013955,0.052437,0.017022,-0.00070614
0.33,4.9913,0.026664,0.0015211,-0.051195,0.15756,0.0091741,0.99977,0.020467,0.0066469,-0.00013607,0.051781,0.016808,-0.00068854
0.34,4.9908,0.02826,0.001614,-0.052496,0.16157,0.0094128,0.99977,0.020209,0.0065634,-0.00013267,0.051133,0.016598,-0.00067139
0.35,4.9903,0.029895,0.0017093,-0.05378,0.16552,0.0096484,0.99978,0.019955,0.006481,-0.00012936,0.050494,0.016393,-0.00065466
0.36,4.9897,0.03157,0.001807,-0.055048,0.16942,0.009881,0.99979,0.019705,0.0063996,-0.00012613,0.049862,0.016175,-0.00063835
0.37,4.9892,0.033283,0.0019069,-0.056299,0.17327,0.010111,0.99979,0.019457,0.0063192,-0.00012298,0.049238,0.01598,-0.00062244
0.38,4.9886,0.035035,0.0020092,-0.057536,0.17708,0.010337,0.9998,0.019212,0.0062399,-0.0001199,0.048622,0.015785,-0.00060693
0.39,4.988,0.036825,0.0021137,-0.058756,0.18083,0.010561,0.9998,0.018971,0.0061615,-0.00011691,0.048014,0.015587,-0.0005918
0.4,4.9874,0.038652,0.0022204,-0.059961,0.18454,0.010782,0.99981,0.018732,0.0060841,-0.00011399,0.047413,0.015395,-0.00057705
0.41,4.9868,0.040516,0.0023293,-0.061151,0.18821,0.011,0.99981,0.018497,0.0060076,-0.00011114,0.046819,0.01519,-0.00056267
0.42,4.9862,0.042416,0.0024404,-0.062326,0.19182,0.011215,0.99982,0.018264,0.0059321,-0.00010836,0.046233,0.015007,-0.00054864
0.43,4.9856,0.044352,0.0025536,-0.063486,0.19539,0.011427,0.99982,0.018034,0.0058576,-0.00010566,0.045654,0.014822,-0.00053496
0.44,4.9849,0.046324,0.0026689,-0.064631,0.19892,0.011637,0.99982,0.017808,0.005784,-0.00010302,0.045083,0.014637,-0.00052161
0.45,4.9843,0.04833,0.0027863,-0.065762,0.2024,0.011844,0.99983,0.017584,0.0057113,-0.00010044,0.044518,0.014456,-0.0005086
0.46,4.9836,0.050371,0.0029058,-0.066879,0.20584,0.012048,0.99983,0.017362,0.0056395,-9.793e-05,0.04396,0.014264,-0.00049592
0.47,4.983,0.052447,0.0030273,-0.067982,0.20923,0.01225,0.99984,0.017144,0.0055686,-9.5483e-05,0.04341,0.014091,-0.00048355
0.48,4.9823,0.054556,0.0031507,-0.069071,0.21258,0.012449,0.99984,0.016928,0.0054986,-9.3096e-05,0.042866,0.013921,-0.00047148
0.49,4.9816,0.056698,0.0032762,-0.070146,0.21589,0.012645,0.99985,0.016715,0.0054295,-9.0769e-05,0.042329,0.013737,-0.00045972
0.5,4.9809,0.058873,0.0034036,-0.071207,0.21916,0.012839,0.99985,0.016505,0.0053612,-8.85e-05,0.041798,0.013574,-0.00044825
0.51,4.9802,0.061081,0.003533,-0.072255,0.22238,0.013031,0.99985,0.016298,0.0052938,-8.6287e-05,0.041274,0.013393,-0.00043707
0.52,4.9794,0.063321,0.0036642,-0.07329,0.22557,0.01322,0.99986,0.016092,0.0052273,-8.413e-05,0.040757,0.013232,-0.00042616
0.53,4.9787,0.065592,0.0037974,-0.074312,0.22871,0.013406,0.99986,0.01589,0.0051615,-8.2027e-05,0.040246,0.01307,-0.00041552
0.54,4.9779,0.067895,0.0039324,-0.07532,0.23181,0.01359,0.99986,0.01569,0.0050966,-7.9976e-05,0.039741,0.012898,-0.00040515
0.55,4.9772,0.070228,0.0040692,-0.076317,0.23488,0.013772,0.99987,0.015493,0.0050325,-7.7976e-05,0.039243,0.012745,-0.00039504
0.56,4.9764,0.072592,0.0042078,-0.0773,0.23791,0.013951,0.99987,0.015298,0.0049692,-7.6026e-05,0.038751,0.012575,-0.00038518
0.57,4.9756,0.074986,0.0043482,-0.078271,0.2409,0.014129,0.99987,0.015105,0.0049067,-7.4125e-05,0.038265,0.012423,-0.00037556
0.58,4.9748,0.07741,0.0044904,-0.07923,0.24385,0.014303,0.99988,0.014915,0.004845,-7.2271e-05,0.037785,0.012272,-0.00036618
0.59,4.9741,0.079863,0.0046343,-0.080177,0.24676,0.014476,0.99988,0.014727,0.0047841,-7.0464e-05,0.037311,0.01211,-0.00035704
0.6,4.9732,0.082345,0.0047799,-0.081112,0.24964,0.014646,0.99988,0.014542,0.0047239,-6.8701e-05,0.036842,0.011967,-0.00034812
0.61,4.9724,0.084856,0.0049272,-0.082035,0.25248,0.014815,0.99989,0.014359,0.0046644,-6.6983e-05,0.03638,0.011806,-0.00033943
0.62,4.9716,0.087395,0.0050762,-0.082946,0.25529,0.014981,0.99989,0.014178,0.0046058,-6.5307e-05,0.035924,0.011664,-0.00033095
0.63,4.9708,0.089962,0.0052268,-0.083846,0.25805,0.015145,0.99989,0.014,0.0045478,-6.3674e-05,0.035473,0.011522,-0.00032268
0.64,4.9699,0.092556,0.005379,-0.084735,0.26079,0.015306,0.99989,0.013823,0.0044906,-6.2081e-05,0.035028,0.011369,-0.00031462
0.65,4.9691,0.095177,0.0055329,-0.085612,0.26349,0.015466,0.9999,0.013649,0.0044341,-6.0528e-05,0.034588,0.011246,-0.00030676
0.66,4.9682,0.097826,0.0056884,-0.086479,0.26616,0.015624,0.9999,0.013478,0.0043783,-5.9014e-05,0.034154,0.011094,-0.0002991
0.67,4.9673,0.1005,0.0058454,-0.087334,0.26879,0.015779,0.9999,0.013308,0.0043232,-5.7537e-05,0.033725,0.010953,-0.00029163
0.68,4.9665,0.1032,0.0060039,-0.088179,0.27139,0.015933,0.9999,0.01314,0.0042688,-5.6098e-05,0.033301,0.010817,-0.00028434
0.69,4.9656,0.10593,0.006164,-0.089012,0.27395,0.016085,0.99991,0.012975,0.004215,-5.4694e-05,0.032883,0.01068,-0.00027723
0.7,4.9647,0.10868,0.0063256,-0.089836,0.27649,0.016235,0.99991,0.012812,0.004162,-5.3326e-05,0.03247,0.010549,-0.00027031
0.71,4.9638,0.11146,0.0064887,-0.090649,0.27899,0.016382,0.99991,0.01265,0.0041096,-5.1991e-05,0.032063,0.010408,-0.00026355
0.72,4.9629,0.11426,0.0066533,-0.091452,0.28146,0.016528,0.99991,0.012491,0.0040579,-5.069e-05,0.03166,0.01028,-0.00025697
0.73,4.962,0.11709,0.0068193,-0.092244,0.2839,0.016672,0.99992,0.012334,0.0040068,-4.9422e-05,0.031262,0.010158,-0.00025054
0.74,4.961,0.11994,0.0069867,-0.093027,0.28631,0.016814,0.99992,0.012178,0.0039564,-4.8185e-05,0.030869,0.010023,-0.00024428
0.75,4.9601,0.12281,0.0071556,-0.0938,0.28869,0.016955,0.99992,0.012025,0.0039065,-4.6979e-05,0.030482,0.0099018,-0.00023817
0.76,4.9592,0.12571,0.0073258,-0.094563,0.29104,0.017093,0.99992,0.011874,0.0038574,-4.5804e-05,0.030099,0.0097692,-0.00023222
0.77,4.9582,0.12863,0.0074974,-0.095316,0.29335,0.01723,0.99992,0.011724,0.0038088,-4.4657e-05,0.02972,0.0096522,-0.00022642
0.78,4.9572,0.13158,0.0076704,-0.09606,0.29564,0.017365,0.99993,0.011576,0.0037608,-4.354e-05,0.029347,0.009532,-0.00022075
0.79,4.9563,0.13455,0.0078447,-0.096794,0.2979,0.017499,0.99993,0.011431,0.0037135,-4.245e-05,0.028978,0.0094068,-0.00021524
0.8,4.9553,0.13754,0.0080204,-0.097519,0.30014,0.01763,0.99993,0.011287,0.0036667,-4.1387e-05,0.028614,0.0093024,-0.00020985
0.81,4.9543,0.14055,0.0081973,-0.098236,0.30234,0.01776,0.99993,0.011144,0.0036206,-4.0351e-05,0.028254,0.0091795,-0.00020461
0.82,4.9533,0.14358,0.0083756,-0.098943,0.30452,0.017889,0.99993,0.011004,0.003575,-3.9341e-05,0.027899,0.0090617,-0.00019949
0.83,4.9524,0.14664,0.0085551,-0.099641,0.30666,0.018015,0.99993,0.010865,0.00353,-3.8356e-05,0.027549,0.0089556,-0.0001945
0.84,4.9514,0.14972,0.0087359,-0.10033,0.30879,0.01814,0.99994,0.010729,0.0034855,-3.7396e-05,0.027202,0.0088392,-0.00018964
0.85,4.9503,0.15281,0.0089179,-0.10101,0.31088,0.018264,0.99994,0.010593,0.0034416,-3.646e-05,0.02686,0.0087262,-0.0001849
0.86,4.9493,0.15593,0.0091011,-0.10168,0.31295,0.018385,0.99994,0.01046,0.0033983,-3.5547e-05,0.026523,0.0086092,-0.00018027
0.87,4.9483,0.15907,0.0092856,-0.10235,0.31499,0.018506,0.99994,0.010328,0.0033555,-3.4657e-05,0.026189,0.0085058,-0.00017576
0.88,4.9473,0.16223,0.0094712,-0.103,0.31701,0.018624,0.99994,0.010198,0.0033132,-3.379e-05,0.02586,0.0084003,-0.00017137
0.89,4.9463,0.16541,0.0096581,-0.10365,0.319,0.018742,0.99994,0.01007,0.0032715,-3.2944e-05,0.025535,0.0082897,-0.00016708
0.9,4.9452,0.16861,0.0098461,-0.10429,0.32096,0.018857,0.99995,0.0099427,0.0032303,-3.2119e-05,0.025214,0.008198,-0.0001629
0.91,4.9442,0.17183,0.010035,-0.10492,0.32291,0.018972,0.99995,0.0098175,0.0031896,-3.1315e-05,0.024896,0.008086,-0.00015883
0.92,4.9431,0.17507,0.010225,-0.10554,0.32482,0.019084,0.99995,0.0096938,0.0031494,-3.0531e-05,0.024583,0.0079853,-0.00015485
0.93,4.9421,0.17833,0.010417,-0.10616,0.32671,0.019196,0.99995,0.0095716,0.0031097,-2.9766e-05,0.024274,0.0078886,-0.00015098
0.94,4.941,0.18161,0.010609,-0.10676,0.32858,0.019306,0.99995,0.009451,0.0030706,-2.9021e-05,0.023969,0.0077871,-0.0001472
0.95,4.9399,0.1849,0.010803,-0.10736,0.33043,0.019414,0.99995,0.0093319,0.0030319,-2.8294e-05,0.023667,0.0076904,-0.00014352
0.96,4.9388,0.18821,0.010998,-0.10795,0.33225,0.019521,0.99995,0.0092144,0.0029937,-2.7586e-05,0.02337,0.0075876,-0.00013993
0.97,4.9378,0.19155,0.011193,-0.10854,0.33405,0.019627,0.99995,0.0090982,0.002956,-2.6895e-05,0.023076,0.0074958,-0.00013643
0.98,4.9367,0.1949,0.01139,-0.10912,0.33582,0.019732,0.99996,0.0089836,0.0029187,-2.6222e-05,0.022785,0.0074013,-0.00013301
0.99,4.9356,0.19826,0.011588,-0.10968,0.33758,0.019835,0.99996,0.0088704,0.0028819,-2.5565e-05,0.022499,0.0073097,-0.00012968
1,4.9345,0.20165,0.011787,-0.11025,0.33931,0.019936,0.99996,0.0087586,0.0028456,-2.4925e-05,0.022216,0.0072172,-0.00012644
1.01,4.9334,0.20505,0.011987,-0.1108,0.34102,0.020037,0.99996,0.0086482,0.0028098,-2.43e-05,0.021936,0.0071249,-0.00012328
1.02,4.9323,0.20847,0.012188,-0.11135,0.34271,0.020136,0.99996,0.0085393,0.0027744,-2.3692e-05,0.02166,0.0070404,-0.00012019
1.03,4.9311,0.2119,0.012389,-0.11189,0.34437,0.020234,0.99996,0.0084316,0.0027394,-2.3099e-05,0.021388,0.0069474,-0.00011718
1.04,4.93,0.21535,0.012592,-0.11243,0.34602,0.020331,0.99996,0.0083254,0.0027049,-2.252e-05,0.021118,0.0068595,-0.00011425
1.05,4.9289,0.21882,0.012796,-0.11296,0.34764,0.020426,0.99996,0.0082205,0.0026708,-2.1956e-05,0.020853,0.0067775,-0.00011139
1.06,4.9278,0.22231,0.013001,-0.11348,0.34925,0.02052,0.99996,0.0081169,0.0026372,-2.1406e-05,0.02059,0.0066924,-0.0001086
1.07,4.9266,0.22581,0.013207,-0.11399,0.35083,0.020613,0.99996,0.0080146,0.0026039,-2.087e-05,0.020331,0.0066055,-0.00010588
1.08,4.9255,0.22932,0.013413,-0.1145,0.3524,0.020705,0.99997,0.0079135,0.0025711,-2.0347e-05,0.020075,0.0065171,-0.00010323
1.09,4.9243,0.23286,0.013621,-0.115,0.35394,0.020796,0.99997,0.0078138,0.0025387,-1.9838e-05,0.019822,0.0064452,-0.00010065
1.1,4.9232,0.2364,0.013829,-0.1155,0.35546,0.020885,0.99997,0.0077153,0.0025067,-1.9341e-05,0.019573,0.0063594,-9.813e-05
1.11,4.922,0.23996,0.014038,-0.11599,0.35697,0.020974,0.99997,0.0076181,0.0024751,-1.8856e-05,0.019327,0.0062747,-9.5674e-05
1.12,4.9209,0.24354,0.014248,-0.11647,0.35846,0.021061,0.99997,0.0075221,0.0024439,-1.8384e-05,0.019083,0.0062071,-9.3279e-05
1.13,4.9197,0.24713,0.01446,-0.11695,0.35993,0.021147,0.99997,0.0074272,0.0024131,-1.7923e-05,0.018843,0.0061229,-9.0944e-05
1.14,4.9185,0.25074,0.014671,-0.11742,0.36137,0.021232,0.99997,0.0073336,0.0023827,-1.7474e-05,0.018606,0.0060439,-8.8667e-05
1.15,4.9174,0.25436,0.014884,-0.11788,0.36281,0.021316,0.99997,0.0072412,0.0023527,-1.7037e-05,0.018372,0.0059689,-8.6447e-05
1.16,4.9162,0.258,0.015098,-0.11834,0.36422,0.021399,0.99997,0.0071499,0.002323,-1.661e-05,0.01814,0.0058927,-8.4283e-05
1.17,4.915,0.26165,0.015312,-0.11879,0.36561,0.021481,0.99997,0.0070598,0.0022938,-1.6194e-05,0.017912,0.0058197,-8.2173e-05
1.18,4.9138,0.26531,0.015527,-0.11924,0.36699,0.021562,0.99997,0.0069708,0.0022649,-1.5788e-05,0.017686,0.0057454,-8.0116e-05
1.19,4.9126,0.26899,0.015743,-0.11968,0.36835,0.021641,0.99997,0.0068829,0.0022363,-1.5393e-05,0.017464,0.0056732,-7.811e-05
1.2,4.9114,0.27268,0.01596,-0.12012,0.36969,0.02172,0.99997,0.0067961,0.0022081,-1.5007e-05,0.017244,0.0056026,-7.6154e-05
1.21,4.9102,0.27638,0.016178,-0.12055,0.37102,0.021798,0.99998,0.0067105,0.0021803,-1.4631e-05,0.017027,0.0055313,-7.4247e-05
1.22,4.909,0.2801,0.016396,-0.12098,0.37233,0.021875,0.99998,0.0066259,0.0021528,-1.4264e-05,0.016812,0.0054617,-7.2388e-05
1.23,4.9078,0.28383,0.016615,-0.1214,0.37362,0.02195,0.99998,0.0065423,0.0021257,-1.3907e-05,0.016601,0.0053925,-7.0576e-05
1.24,4.9066,0.28757,0.016835,-0.12181,0.3749,0.022025,0.99998,0.0064599,0.0020989,-1.3559e-05,0.016392,0.0053253,-6.8808e-05
1.25,4.9053,0.29132,0.017056,-0.12222,0.37616,0.022099,0.99998,0.0063784,0.0020724,-1.3219e-05,0.016185,0.0052586,-6.7085e-05
1.26,4.9041,0.29509,0.017277,-0.12263,0.3774,0.022172,0.99998,0.006298,0.0020463,-1.2888e-05,0.015981,0.0051914,-6.5405e-05
1.27,4.9029,0.29887,0.017499,-0.12303,0.37863,0.022244,0.99998,0.0062186,0.0020205,-1.2565e-05,0.01578,0.0051273,-6.3767e-05
1.28,4.9017,0.30266,0.017722,-0.12342,0.37985,0.022315,0.99998,0.0061402,0.001995,-1.225e-05,0.015581,0.0050617,-6.217e-05
1.29,4.9004,0.30647,0.017946,-0.12381,0.38105,0.022385,0.99998,0.0060628,0.0019699,-1.1943e-05,0.015385,0.004998,-6.0614e-05
1.3,4.8992,0.31028,0.01817,-0.12419,0.38223,0.022455,0.99998,0.0059864,0.001945,-1.1644e-05,0.015191,0.0049359,-5.9095e-05
1.31,4.8979,0.31411,0.018395,-0.12457,0.3834,0.022523,0.99998,0.0059109,0.0019205,-1.1352e-05,0.015,0.0048732,-5.7616e-05
1.32,4.8967,0.31795,0.01862,-0.12495,0.38455,0.02259,0.99998,0.0058364,0.0018963,-1.1068e-05,0.014811,0.0048114,-5.6173e-05
1.33,4.8954,0.3218,0.018846,-0.12532,0.38569,0.022657,0.99998,0.0057628,0.0018724,-1.079e-05,0.014624,0.0047507,-5.4766e-05
1.34,4.8942,0.32567,0.019073,-0.12568,0.38681,0.022723,0.99998,0.0056901,0.0018488,-1.052e-05,0.01444,0.0046917,-5.3394e-05
1.35,4.8929,0.32954,0.019301,-0.12604,0.38792,0.022788,0.99998,0.0056184,0.0018255,-1.0256e-05,0.014258,0.0046335,-5.2057e-05
1.36,4.8917,0.33342,0.019529,-0.1264,0.38902,0.022852,0.99998,0.0055475,0.0018025,-9.9994e-06,0.014079,0.0045705,-5.0753e-05
1.37,4.8904,0.33732,0.019758,-0.12675,0.3901,0.022915,0.99998,0.0054776,0.0017797,-9.7488e-06,0.013901,0.0045165,-4.9482e-05
1.38,4.8891,0.34123,0.019987,-0.1271,0.39117,0.022978,0.99998,0.0054085,0.0017573,-9.5046e-06,0.013726,0.0044598,-4.8242e-05
1.39,4.8879,0.34514,0.020217,-0.12744,0.39222,0.02304,0.99998,0.0053403,0.0017351,-9.2664e-06,0.013553,0.0044035,-4.7034e-05
1.4,4.8866,0.34907,0.020448,-0.12778,0.39327,0.023101,0.99998,0.005273,0.0017133,-9.0342e-06,0.013382,0.0043481,-4.5856e-05
1.41,4.8853,0.35301,0.020679,-0.12811,0.3943,0.023161,0.99999,0.0052065,0.0016917,-8.8078e-06,0.013214,0.0042924,-4.4707e-05
1.42,4.884,0.35696,0.020911,-0.12844,0.39531,0.02322,0.99999,0.0051408,0.0016703,-8.5871e-06,0.013047,0.0042414,-4.3587e-05
1.43,4.8827,0.36092,0.021144,-0.12877,0.39631,0.023279,0.99999,0.005076,0.0016493,-8.3719e-06,0.012883,0.0041853,-4.2495e-05
1.44,4.8814,0.36488,0.021377,-0.12909,0.3973,0.023337,0.99999,0.005012,0.0016285,-8.1621e-06,0.012721,0.0041323,-4.1431e-05
1.45,4.8801,0.36886,0.021611,-0.12941,0.39828,0.023394,0.99999,0.0049488,0.0016079,-7.9576e-06,0.01256,0.0040833,-4.0393e-05
1.46,4.8789,0.37285,0.021845,-0.12972,0.39925,0.023451,0.99999,0.0048864,0.0015877,-7.7581e-06,0.012402,0.0040309,-3.9381e-05
1.47,4.8776,0.37685,0.02208,-0.13003,0.4002,0.023506,0.99999,0.0048248,0.0015677,-7.5637e-06,0.012246,0.0039788,-3.8395e-05
1.48,4.8763,0.38085,0.022315,-0.13034,0.40114,0.023561,0.99999,0.004764,0.0015479,-7.3742e-06,0.012091,0.0039268,-3.7433e-05
1.49,4.8749,0.38487,0.022551,-0.13064,0.40207,0.023616,0.99999,0.0047039,0.0015284,-7.1894e-06,0.011939,0.0038812,-3.6495e-05
1.5,4.8736,0.38889,0.022787,-0.13094,0.40299,0.023669,0.99999,0.0046446,0.0015091,-7.0092e-06,0.011789,0.0038305,-3.5581e-05
1.51,4.8723,0.39293,0.023024,-0.13123,0.40389,0.023722,0.99999,0.004586,0.0014901,-6.8335e-06,0.01164,0.0037819,-3.4689e-05
1.52,4.871,0.39697,0.023262,-0.13152,0.40479,0.023775,0.99999,0.0045282,0.0014713,-6.6623e-06,0.011493,0.0037338,-3.382e-05
1.53,4.8697,0.40102,0.0235,-0.13181,0.40567,0.023826,0.99999,0.0044711,0.0014527,-6.4953e-06,0.011349,0.0036869,-3.2973e-05
1.54,4.8684,0.40509,0.023738,-0.13209,0.40654,0.023877,0.99999,0.0044147,0.0014344,-6.3325e-06,0.011206,0.0036405,-3.2147e-05
1.55,4.8671,0.40916,0.023977,-0.13237,0.40741,0.023928,0.99999,0.004359,0.0014163,-6.1738e-06,0.011064,0.0035958,-3.1341e-05
1.56,4.8657,0.41323,0.024217,-0.13265,0.40826,0.023977,0.99999,0.004304,0.0013985,-6.0191e-06,0.010925,0.0035472,-3.0556e-05
1.57,4.8644,0.41732,0.024457,-0.13292,0.4091,0.024026,0.99999,0.0042497,0.0013808,-5.8682e-06,0.010787,0.0035047,-2.979e-05
1.58,4.8631,0.42142,0.024697,-0.13319,0.40992,0.024075,0.99999,0.0041961,0.0013634,-5.7211e-06,0.010651,0.0034606,-2.9044e-05
1.59,4.8617,0.42552,0.024938,-0.13346,0.41074,0.024123,0.99999,0.0041432,0.0013462,-5.5777e-06,0.010517,0.0034172,-2.8316e-05
1.6,4.8604,0.42963,0.02518,-0.13372,0.41155,0.02417,0.99999,0.004091,0.0013292,-5.4379e-06,0.010384,0.0033741,-2.7607e-05
1.61,4.8591,0.43375,0.025422,-0.13398,0.41235,0.024216,0.99999,0.0040394,0.0013125,-5.3017e-06,0.010254,0.0033309,-2.6915e-05
1.62,4.8577,0.43788,0.025664,-0.13424,0.41314,0.024262,0.99999,0.0039884,0.0012959,-5.1688e-06,0.010124,0.0032913,-2.6241e-05
1.63,4.8564,0.44201,0.025907,-0.13449,0.41392,0.024308,0.99999,0.0039381,0.0012796,-5.0392e-06,0.0099967,0.0032477,-2.5583e-05
1.64,4.855,0.44616,0.02615,-0.13474,0.41468,0.024353,0.99999,0.0038885,0.0012634,-4.9129e-06,0.0098707,0.0032066,-2.4942e-05
1.65,4.8537,0.45031,0.026394,-0.13498,0.41544,0.024397,0.99999,0.0038394,0.0012475,-4.7898e-06,0.0097463,0.0031683,-2.4317e-05
1.66,4.8523,0.45446,0.026638,-0.13523,0.41619,0.024441,0.99999,0.003791,0.0012318,-4.6697e-06,0.0096234,0.0031275,-2.3708e-05
1.67,4.851,0.45863,0.026883,-0.13547,0.41693,0.024484,0.99999,0.0037432,0.0012162,-4.5527e-06,0.0095021,0.0030872,-2.3114e-05
1.68,4.8496,0.4628,0.027128,-0.13571,0.41766,0.024527,0.99999,0.003696,0.0012009,-4.4386e-06,0.0093824,0.003048,-2.2535e-05
1.69,4.8483,0.46698,0.027373,-0.13594,0.41838,0.024569,0.99999,0.0036494,0.0011858,-4.3273e-06,0.0092641,0.0030115,-2.197e-05
1.7,4.8469,0.47117,0.027619,-0.13617,0.41909,0.02461,0.99999,0.0036033,0.0011708,-4.2188e-06,0.0091473,0.0029722,-2.1419e-05
1.71,4.8455,0.47536,0.027866,-0.1364,0.4198,0.024651,0.99999,0.0035579,0.001156,-4.1131e-06,0.009032,0.0029343,-2.0883e-05
1.72,4.8442,0.47957,0.028112,-0.13663,0.42049,0.024692,0.99999,0.003513,0.0011414,-4.01e-06,0.0089181,0.0028977,-2.0359e-05
1.73,4.8428,0.48377,0.028359,-0.13685,0.42117,0.024732,0.99999,0.0034687,0.0011271,-3.9095e-06,0.0088057,0.0028607,-1.9849e-05
1.74,4.8414,0.48799,0.028607,-0.13707,0.42185,0.024771,0.99999,0.003425,0.0011128,-3.8115e-06,0.0086947,0.0028248,-1.9352e-05
1.75,4.8401,0.49221,0.028855,-0.13728,0.42252,0.02481,0.99999,0.0033818,0.0010988,-3.716e-06,0.0085851,0.0027896,-1.8867e-05
1.76,4.8387,0.49644,0.029103,-0.1375,0.42318,0.024849,0.99999,0.0033391,0.0010849,-3.6228e-06,0.0084769,0.002754,-1.8394e-05
